"","germplasm","predicted.value_grain_yield","predicted.value_test_weight","predicted.value_heading_time","predicted.value_plant_height","predicted.value_maturity","std.error_grain_yield","std.error_test_weight","std.error_heading_time","std.error_plant_height","std.error_maturity"
"149","X17-1078-4-20-1-1",84.5218367899528,56.3032943494691,129.021148642,34.864563431685,160.646285323885,5.0383257326321,0.762152600743432,3.7551090951175,1.74331475596782,3.35415223639298
"150","OH21*118-41",84.4967354733006,55.7352128396632,128.798021387698,35.2714523086718,158.67677938309,5.0172267742211,0.761242163886487,3.75600208892864,1.74569242876819,3.35772067089518
"151","X17-1413-42-2-5-2",84.4813107277528,55.4654000189026,128.290144343457,37.1819471174627,159.394651314229,5.03456741924997,0.761678033219045,3.75674401424209,1.75776241664382,3.35414798993323
"152","X17-1078-4-20-1-4",84.4754543081051,56.091810338255,128.408424327947,36.0786624636893,159.901752903707,5.02156136803964,0.762034504134132,3.7621101808596,1.73753969206349,3.35146711673721
"153","X17-1673-29-10-1-1",84.4434527042929,55.6549756189223,129.01981783434,37.9356569960468,158.95892089033,5.03896037108531,0.762338381374789,3.75633506355533,1.75092565848364,3.36353108655786
"154","IL2021-16612",84.4345003325326,57.0889408465499,127.557438967949,34.4050190260166,158.900235268444,5.04066445985118,0.762756123634247,3.75533343595526,1.74028052060778,3.34888133398514
"155","IL16LCSDH-10-T-2665-41",84.3650273085983,57.0577998638122,127.569358657617,31.8534309160289,158.269602790877,4.94588726339791,0.746611499673875,3.74542377404412,1.64915022882013,3.27132838633415
"156","OH20-18-51",84.3533773778031,55.086347695791,129.330931589522,35.8392402927896,161.179078384922,5.16200647127933,0.776396204586121,3.74727144399888,1.65548965804454,3.59921848789784
"157","OH18-78-33",84.3400292933536,55.8766285086536,129.32038485712,35.5167750370445,160.94503188932,4.8845983820889,0.739534666478012,3.73937207815849,1.59248965996616,3.27009753669133
"158","2428",84.3149785046517,57.3046019090868,126.763318680609,34.6893048219026,158.673234325315,5.04321142346847,0.761949952914674,3.75547485841443,1.73955940605345,3.36101113212585
"159","IL2021-17749",84.3056225651542,57.0424495617894,125.754058340877,35.6323974673629,155.871906255244,5.05824349819395,0.771306630807354,3.75496198747271,1.73912855332263,3.35691171992001
"160","2444",84.2965400000669,56.7645836472874,127.319517107405,33.7386649307332,157.39416466305,5.03406759242764,0.760605083672971,3.75549136861899,1.75184069636575,3.3565112529524
"161","2422",84.2641944282963,55.7338507941304,129.435988915658,35.9815204857094,160.446902159843,5.0471657580217,0.763218725640628,3.75652460248936,1.74562697706481,3.35654278751971
"162","2424",84.2611787203386,55.5246530634381,130.298182371177,39.2922072615635,160.539507596364,5.04466212704358,0.763426983941189,3.76313427558358,1.7460907368515,3.35595223103734
"163","21PU-0467",84.2414213841249,56.3582387784545,128.372404162845,36.746909865075,160.148790605229,5.01691380068155,0.756925503589306,3.74230327416734,1.62947458432709,3.57202329042378
"164","OH20-22-66",84.2310367731823,55.678757065543,129.321395214798,36.4281503358177,160.788953761713,5.15020843145855,0.777435838387435,3.74694587195151,1.6563470259885,3.66078279720865
"165","2442",84.1658806491071,56.3631709925099,126.995861270797,32.4889512012141,158.41753117532,5.0551810650159,0.761779678436797,3.7566208938772,1.74526593973009,3.35856334280097
"166","IL2021-28801",84.1557609603454,56.8936861661366,126.799847437411,36.2859676924683,156.586439006642,5.03900478719199,0.761350535479903,3.7560498409408,1.76034964574593,3.36579662162579
"167","2239",84.1436571361468,56.3440565146168,129.41655682822,33.1306402328062,160.182249903483,5.16330907345767,0.776691311133608,3.74791757184978,1.66175874896444,3.65672800167446
"168","2423",84.1229430821368,56.0132827982339,126.553634443093,34.9951532870128,160.541067755944,5.04525001504781,0.762976861255474,3.75726766559565,1.75792347442134,3.36225974982756
"169","IL2021-36639",84.1137191766303,57.5953675244301,126.979062167074,34.4301128054278,155.997859397679,5.04457648786981,0.763100966084529,3.75662015556965,1.75918083160973,3.36258888110088
"170","OH21-117-72",84.1098585786847,55.8229454655541,128.471392183501,33.5471000895279,158.419972886462,5.01505049438209,0.760817131230257,3.75553418101035,1.7439162105219,3.3564931996456
"171","X16-1023-26-19-1-8",84.0963707568457,57.7866387757304,129.329510560897,41.143852215948,159.61492117093,4.90505964976868,0.742115760747911,3.74205898462739,1.60683586287205,3.27075412771208
"172","OH21*118-45",84.0929790898731,56.1770923627286,127.344299878355,36.009727524101,159.826751736196,5.02056923132385,0.758836259607934,3.75667421097885,1.75570332583889,3.35916557919389
"173","OH21-91-33",84.0539226297823,54.9149179773375,127.850806377554,32.5237252244875,160.678823880056,5.01267854662317,0.759830213121507,3.75622177719144,1.75543576206222,3.35774664775908
"174","2404",84.0029814118006,56.8979990780911,129.063085602006,35.688338935268,160.556074360873,5.05346489435251,0.764184000873546,3.75461006943844,1.74073830582836,3.35832830761499
"175","2214",83.9700998285014,56.2182427002912,129.555787027177,34.6943608991438,160.420697503927,5.17122828020219,0.782161881852605,3.7482711073308,1.6703843558448,3.65603655054427
"176","X16-1068-33-3-5-4",83.9657938438026,55.5823582528145,129.073085039196,36.2436212284144,160.842595454032,5.18978611306394,0.778922775408128,3.74845867550679,1.66816123805156,3.61971176428598
"177","22PU-3157",83.8741193287167,53.38222275349,129.163043657565,36.1749866120677,160.48102473798,5.13281372833125,0.774771310394686,3.7477962465725,1.65996890968347,3.51382604048377
"178","2252",83.83528417972,55.9086620056151,127.503618143255,34.6286978463999,158.848741359508,5.16376364623526,0.778245641258786,3.74866444306213,1.67491897807863,3.61659371485537
"179","2210",83.7977650549613,56.0630150049292,128.517559423346,37.4954017290947,161.423834885274,4.90602055020372,0.743310960479703,3.74060106432084,1.60690452576281,3.35524718862509
"180","X14-1107-95-18-5",83.7921778331521,56.2089075662084,130.597265961566,35.9388900394937,159.99915439363,5.0271504975495,0.757833342128693,3.74270737103599,1.62383861037481,3.56348987882716
"181","OH21-5-47",83.7867879798941,55.699388537284,128.139335144522,34.5721730043268,160.935479446567,5.01242398917773,0.761111657143545,3.75549583108306,1.74951520415912,3.36249016759073
"182","X14-1031-103-4-1",83.7811817063616,54.7595653641197,129.106889677651,35.2282264931587,159.371739546975,5.03787240289847,0.759243606401355,3.74265763480899,1.6229505762124,3.64618743834967
"183","19-6946",83.7359756687265,56.6381843475527,126.66247730949,37.1434271007939,157.719632246836,5.02580650210711,0.758112290058904,3.74264853800463,1.6236396176654,3.57552389248152
"184","2432",83.7210134417823,54.8319654847184,126.97916506939,35.4146740772459,158.812923300143,5.02596191822603,0.762441595056884,3.75684840389233,1.75302235539693,3.35571885100523
"185","21PU-0283",83.6987522763095,53.8843781077588,128.170800812739,34.0225102003965,160.535243237112,4.93611376515187,0.746236406471892,3.7446814690256,1.640787490271,3.26924009144516
"186","OH21-90-2",83.6197534844823,55.2780202893296,127.784452052802,35.5880466491811,160.721448666297,5.0084990413486,0.760960670925969,3.75531610678731,1.74299761872294,3.35368544619378
"187","OH21-1-20",83.6167286012176,54.4349869824363,127.786726884231,34.6578570570958,159.963183743399,5.00844386897329,0.76127492991824,3.75459379482653,1.73935836365999,3.35677770808483
"188","IL2021-16676",83.5943071920834,56.5156527345981,126.511000875491,36.6640218973728,157.153931028467,5.03986015798006,0.761196244531368,3.75687967715131,1.75365872783128,3.3550132839593
"189","22PU-3071",83.5941666690719,54.9533353801294,131.637534599889,36.3594902369645,159.773969923735,5.03010948003003,0.75741587273441,3.74262146950048,1.62906657465528,3.68708144577791
"190","X14-1008-92-13-3",83.5876352666614,57.073173444584,128.7799233831,36.093682125671,159.757235256386,5.0384609543409,0.758902990023376,3.74311628242945,1.62958886411118,3.58053061088903
"191","2226",83.5822575261555,54.3079106970052,129.553907282043,32.8769703302242,160.516359178752,5.17383886612677,0.780714905816467,3.74828676902,1.66817636223439,3.63842489913886
"192","2438",83.5479863865255,57.1880599797868,127.918246428974,37.8768044403099,160.307501292279,5.03354632222785,0.761381860649677,3.75448706377927,1.74446331078144,3.35977430819794
"193","2416",83.5021799752562,55.4457031185622,129.714395979702,33.1020124961868,160.291446181858,5.04058665731967,0.761729202938822,3.7674553377263,1.76976806703787,3.36410839237937
"194","OH20-17-42",83.4952709996431,55.4982633566621,127.30971209592,36.4156410993199,161.01630229741,4.90463870423076,0.742044112438286,3.74090942187062,1.60398838367492,3.27118094432014
"195","21PU-0287",83.4742101861646,54.083939915439,127.89396588303,34.8632896791463,159.755856688745,4.94367445664888,0.747065617215105,3.74489078490739,1.64373097924469,3.26977607942529
"196","2407",83.4518424505742,54.5815211148493,127.724219949841,36.9228688546551,159.146756583795,5.03801673158137,0.761229604628275,3.75500981986361,1.73620508518012,3.35337305844281
"197","21PU-0298",83.436246351173,54.9619042640647,128.880835913608,34.7899183659241,160.267827318953,5.1742245328063,0.78315421396243,3.75033048208541,1.70612738753793,3.47843077835827
"198","19-5632",83.4200929311139,57.7128212940878,126.624044463458,36.4149679413838,157.45241740032,4.97692207332785,0.753800547351774,3.74087664791296,1.59890138205305,3.27105189369695
"199","2217",83.3954963004507,58.2254235254164,128.417718411047,33.8199126264537,158.670882990112,5.15228351130017,0.776671888533649,3.74804390262194,1.66727681375931,3.63608860154814
"200","2020-14116",83.3565546545867,55.7364538038085,127.326239232663,36.8114792517643,159.033710184001,4.95850569401664,0.749853657349644,3.74353561945124,1.63194787546592,3.36216945911944
"201","2403",83.3117003945042,56.970152679413,126.703620873205,35.3782374756246,160.389017971847,5.03008290889059,0.761943736318591,3.75615614296578,1.74702714630345,3.36093167005436
"202","X16-1082-62-2-5-11",83.3075863239427,54.8824637898614,130.248440885905,37.5525493603439,158.958851770241,4.94207571207,0.747031726000494,3.74642938027456,1.64502233177765,3.27094130995252
"203","X17-1279-58-8-5-7",83.290775000408,56.9978910614889,132.840079950898,37.7561715669325,161.911509728752,5.04436893608948,0.761324613396621,3.76527957533098,1.75494520042126,3.36945379334923
"204","2213",83.2714199711114,56.8928137603678,129.773258427784,34.9993655343104,159.529996469208,5.02225249909234,0.755835939415062,3.74212348319971,1.62337096335498,3.66214685665001
"205","21PU-0648",83.2576879542644,55.8827463567998,127.060563324263,35.0505077408674,160.541639076771,5.13995739356993,0.777456634651477,3.74686756888491,1.65453246171666,3.58777376502964
"206","OH19-161-70",83.2537124396281,57.3946408101279,129.813887276347,34.6405259677882,159.543691292244,4.88692859307437,0.739991467971776,3.73989355784978,1.59284056904998,3.27132427661211
"207","IL2021-17475",83.2481035511863,56.8306484994909,126.090464713901,35.2325775694245,155.947184810123,5.04081762058365,0.760491457347032,3.75580862053714,1.74812147905093,3.35455168865351
"208","X15-1091-98-18-3",83.2457862993317,56.3540022851766,128.720212196007,36.5605618521048,159.348731652414,5.03651504681269,0.758028492729172,3.74277209828792,1.62413187978591,3.61099384184379
"209","IL2021-43872",83.239727515232,57.1493636022035,126.551372858838,33.2902807921456,156.477908427571,5.02600829003289,0.760541398983155,3.75516184528168,1.74644966622217,3.35084883867548
"210","2430",83.2396368146508,55.1150824760752,128.538992495763,37.676640548644,157.601395837519,5.0530888285346,0.76316368531288,3.75582235665929,1.74890903175204,3.36044790747998
"211","2216",83.2358549216691,55.1829716935388,129.778461563179,37.5576561893269,158.676178462694,5.18755200252134,0.783234060070989,3.74833361550165,1.670675345021,3.62083985537403
"212","NY12351-1-14-20-1484",83.2333422442612,55.6994789806163,129.420733570803,35.1925798873611,160.46639543232,4.88808103952314,0.739880258847267,3.73956237058275,1.5966238115319,3.2713155807719
"213","X17-1006-62-14-5-5",83.2069463325014,54.620717916276,129.946303409789,33.1675908195671,161.227500377253,5.05203579694303,0.763708843999158,3.75481473751694,1.74488710780471,3.36035197196886
"214","2201",83.1917827979366,54.2870917469497,126.593617567476,35.8823115400158,159.313153159968,5.02209504107012,0.755170929436293,3.74235301899132,1.62595482225361,3.6381728147916
"215","2419",83.1854156307553,56.8502461374858,126.776067099257,34.3587114735469,158.955672458005,5.04402234023662,0.762227389515311,3.75639378631306,1.76025158293894,3.3592416644807
"216","2413",83.1847596692971,57.0335548715544,127.194477348988,36.8174060517109,160.126176638768,5.04559645958932,0.761972262660702,3.76371633174683,1.74465511056378,3.35962116337093
"217","21PU-0157",83.1619404949848,56.2616918873364,127.44195831939,37.5833227032919,157.8418122248,4.94835094734035,0.746630584138935,3.7453703227735,1.65007934764103,3.27148277466537
"218","OH20*4-84",83.1435346620658,57.2456004357074,128.219217790405,35.6084954776654,161.324626904691,4.91056053063279,0.742709885682388,3.74204214411526,1.60763688749422,3.27178501533018
"219","2434",83.139671842778,56.3159434620808,129.023556650343,35.3694948138587,160.53872960154,5.04684913512034,0.762314386661141,3.75532837471028,1.74599559404609,3.35584166222349
"220","NY15150-01-01-12-1870",83.1144681577718,54.8238390826554,128.99882925828,35.4581544439875,159.69522622785,4.88653616456678,0.739615048183559,3.73958412209293,1.59526272276368,3.27089704063066
"221","2411",83.1024616075018,56.419935172147,128.839748873527,34.3157743460502,160.692582191547,5.04486146566864,0.762710395531763,3.75562000166648,1.75534361381574,3.3592763568452
"222","IL16LCSDH-02-T-864-59",83.1020633300282,57.2725287824159,126.345820835006,34.6123762036729,156.858629666089,5.04696923574632,0.762473632102222,3.75539050719667,1.75133828387372,3.36086429793807
"223","2206",83.0979081900382,55.0365372236408,128.104524428951,36.6377599644136,159.156977918893,5.01097927011003,0.755659428624058,3.74231245241565,1.62776687519268,3.54870742251134
"224","X16-1088-99-14-1-4",83.0671833269249,54.8290807314158,128.722629817515,36.6332973811715,160.21959535502,4.89984196226843,0.741747354372104,3.74116031910255,1.60793698301516,3.27138544776528
"225","21PU-0502",83.0637231346611,54.1904995307324,129.117257614888,34.5913697607366,159.924794193528,5.18230784960289,0.7823955870728,3.74800985416844,1.66811793566567,3.64178752976571
"226","B732",83.0574652569099,55.9668295152702,128.904959835304,34.7715421311243,161.499963923392,4.94411157822677,0.747328971413916,3.745123935767,1.64737385404017,3.27119130447847
"227","18-23760",83.0541790739018,57.0623205997133,128.701342797714,38.5736842220303,160.29917465859,4.89882423467556,0.74176121156027,3.74085764529437,1.60271875308169,3.27155779344646
"228","IL16LCSDH-04-T-2659-232",83.0489536276465,56.731827296214,127.486011643683,36.0235665162486,157.202364758882,5.04190881041259,0.760826366991234,3.75633974459102,1.75240074071309,3.35569383470741
"229","X16-1021-131-19-1-1",82.9996021471193,57.5089477627686,129.390456287074,35.6971564713967,160.768676060522,5.19554226611476,0.784478726218427,3.74807398730677,1.67018787921436,3.58703065762493
"230","OH21*4-97",82.9969024570906,57.6908771606711,128.689154201942,37.3314185272747,161.58966292199,5.0227113276442,0.760663234216081,3.76455536680257,1.74597278100661,3.36829372439064
"231","21PU-0281",82.9619944726928,54.0429196917346,128.47544940068,34.6306544611686,160.360481637952,4.94735551018675,0.747417527047939,3.74503265012865,1.64156826177082,3.26926331869475
"232","IL2021-41721",82.9617342914063,56.4016618877365,123.994547451304,34.1624462239695,155.750620928281,5.03222601727884,0.761367564511357,3.75702622294885,1.75367357122561,3.36423842724743
"233","OH21-116-41",82.9529923908943,56.7372552109566,127.615701256487,38.7530597401178,160.678717127783,5.01640844102517,0.761650040192637,3.75596867026819,1.75188503697397,3.35909719788904
"234","MI20W0120",82.9388794343028,55.3616311141919,128.088505606892,35.5001511829132,158.644645489778,4.94291508537553,0.746426727716734,3.74511899290647,1.64563536348168,3.2713643046348
"235","2412",82.8902859591162,56.4156440101213,127.144785350466,31.4535351809399,160.323349238335,5.03946160368369,0.763433925177845,3.75624046825536,1.74908932693711,3.35751859511526
"236","2250",82.8621074054294,57.5254198296276,130.123963398177,33.5767099946752,157.740396870772,5.1596881807562,0.778084604681127,3.74815566324367,1.66785477884524,3.63605087883152
"237","X17-1640-114-17-5-4",82.8572327398812,56.9687565023461,129.248574852895,36.0662957437116,162.402143511091,5.0304461056264,0.760453135764504,3.75529130450501,1.75149348765081,3.35535898503611
"238","X16-1023-26-15-1-6",82.8406751381603,57.1113803417543,129.117093587301,40.745762780156,160.650739341474,5.15924942081287,0.778051873313674,3.74808954901421,1.66749106780667,3.58424941841853
"239","2433",82.8190536693736,55.374117934115,128.186285492061,38.6044195751492,160.581799051057,5.03913644074529,0.761546557428661,3.75555349362802,1.74063140327728,3.35452952110376
"240","MI22W191",82.8093203151057,55.5514226349406,129.11689758603,41.5037877591347,160.133256909265,4.94499757326053,0.746590691170762,3.74656552777921,1.64881376543426,3.27115204242261
"241","B726",82.7513264586954,55.5008618803692,127.65215788479,35.0881169377517,158.825985009782,5.02758568644998,0.757070202740512,3.75005631390168,1.76809985051342,3.36604595513206
"242","21PU-0645",82.7474009352257,55.6240489529868,127.966347706747,31.6779710172073,160.037244081887,4.89970271991966,0.742458303847632,3.74088124173882,1.60446528252521,3.27118127430471
"243","22PU-1001",82.7387574161213,56.5466330781526,127.505542728389,39.6034021737453,159.935487754423,5.16604582154851,0.779105513715366,3.74845016858355,1.67016055753755,3.59068180956534
"244","MI22W196",82.7229768172565,56.217871364112,129.546195151523,35.8696848861003,159.97551866454,4.94000015795858,0.746557400971555,3.74497823267462,1.64310440231928,3.2706594251015
"245","2254",82.6937172920707,57.1558320319364,129.037448470258,35.7549871531995,160.011360531512,5.15926571420809,0.778195974372822,3.74771158179418,1.66009160120791,3.63220343873726
"246","21PU-0344",82.6721892891985,55.0095954526174,128.697899652391,36.8593950657278,159.82815355196,5.02835066657157,0.756663968593599,3.74231640097244,1.62788659799758,3.65941089488366
"247","X16-1026-45-1-5-10",82.6707110177021,58.4089518158148,128.997617186723,38.184504963225,160.460197822048,5.17690297194737,0.779912675570012,3.74829512298445,1.66985854500952,3.57640668962006
"248","OH18-65-13",82.6448959263416,57.7395138300349,128.175874946709,35.1069037416503,159.404978563338,5.01653816745464,0.755542483735897,3.74208436819953,1.62292290564286,3.77919200530645
"249","21PU-0284",82.5972758489137,53.8366329161483,128.232640927678,34.8420097967754,159.672048819452,4.94431056603637,0.747737301897354,3.74462784489287,1.63944401534649,3.26895551747705
"250","19-13414",82.5707064030959,57.9082873895696,128.131475667632,38.0762020346597,158.700088017384,5.03230595024444,0.759549453013762,3.74290986316805,1.62630177014189,3.58030714135976
"251","SC13S26",82.5249397854221,56.1252780488295,130.165568348837,36.3196143579225,161.61607617141,4.88110066322633,0.741177080526086,3.74007380928781,1.59558032421989,3.2702819759454
"252","22PU-3029",82.5092380774717,57.3000530813486,131.294648507262,38.3179405649275,162.275052852717,4.93422663421794,0.746213614539778,3.75039710206358,1.64484024264631,3.27111266056933
"253","MI17R0357",82.4990439602754,55.7591767112668,127.42182813062,31.8827573027541,159.380288570664,5.0236230360169,0.756462133364247,3.74228627992851,1.62796411331314,3.63880622576639
"254","19-21467",82.4789426384925,56.7613943603299,127.79109102967,38.592018498865,158.432989525173,5.16407423260857,0.776586443329436,3.74804866562912,1.66503012812282,3.63221086835194
"255","2446",82.4784136129205,55.4397349769954,129.464719745469,36.7612467154862,161.836164977338,5.0384846383599,0.761244679516145,3.75513870351247,1.74680744094881,3.35773744448507
"256","19-18156",82.4719770588792,57.9510183343951,128.563172345504,35.9629810847455,157.789993816207,5.02696300071515,0.757447579144328,3.74273119686922,1.62400877238073,3.56417747306089
"257","2418",82.4671791294089,56.1247664939285,127.865560302548,37.5064475313094,161.38031568321,5.03504391244109,0.763367913470084,3.75696404523819,1.75615503890136,3.35721707135604
"258","2248",82.4245261098255,56.512757176219,128.65854000344,36.6831546287949,159.319581427039,5.16179307213884,0.777359735097798,3.74830477186207,1.66828458967376,3.67286921026271
"259","2219",82.4008728022209,55.8442095241391,128.612120304284,35.889794493533,160.776557443573,5.13740741318656,0.77700390747387,3.74789287698242,1.66543268463587,3.52394401987393
"260","IL2021-16452",82.3529945694786,56.3095543416781,127.295095744829,35.4303514981215,157.959873901582,5.05423222914856,0.761804065797259,3.75417988771133,1.73635367544142,3.35320946829122
"261","21PU-0290",82.3348831984371,53.8877485992339,128.16320497093,33.8095473406559,160.268383922572,4.94253603550165,0.747203878794706,3.74457277138957,1.64174879870494,3.26913244287132
"262","NY12325-1-10-18-1477",82.3059519403121,55.787981265618,133.493342834416,36.7696163730289,163.408074553533,4.88603446125028,0.739695747635499,3.74107898793685,1.59470462495223,3.27078522717742
"263","IL2021-17958",82.2961296327564,56.7401877714676,126.306365347666,34.4908651530602,155.645834156191,5.02503858410153,0.76133770029773,3.75538973323313,1.74371794854126,3.34636975254235
"264","2420",82.2475230247724,56.9738491406143,127.515162729712,34.9733787319776,158.527927276902,5.03565241075157,0.760661881647062,3.75630609678796,1.76444251177099,3.35760117636336
"265","X17-1413-42-2-5-4",82.2403863829275,55.6180631768636,129.537349752451,36.3099407650105,160.069258623831,5.02769928730868,0.76035832089038,3.75602872772011,1.75748383867712,3.35583818391799
"266","2229",82.2389722003092,56.858310515312,128.853857793707,35.1966443225324,160.150499138383,5.1876588549651,0.782116649808613,3.74851728641887,1.67714043429765,3.66718166627695
"267","2223",82.2316906435807,56.5945164689325,128.806478495615,35.5664245852926,159.349406691728,5.18520329446541,0.782789661336392,3.74810996710553,1.67089899645667,3.6763944861571
"268","2449",82.2269430302591,55.8633564449275,130.410682017971,38.7373004557244,160.410679038532,5.03217777135467,0.761599114834574,3.76571245024746,1.75214768155025,3.35679487808294
"269","X15-1085-56-15-3-8",82.2128874071628,57.9996506350275,128.832026464658,36.9827739737665,159.49778435089,5.15962418992913,0.779383318324502,3.74791359255864,1.66059075922588,3.55499325823225
"270","X17-1414-103-1-1-7",82.2122072131133,56.0732293198224,128.167046233995,36.9921638412164,160.35311799555,5.0507683217034,0.76209885594747,3.76323833387966,1.74821960781111,3.36731992656662
"271","X14-1027-131-19-5",82.1633833672112,56.3835996569325,129.241865616897,36.0893957642702,159.688596175316,5.0306755516165,0.758522687419479,3.74281723699148,1.62765109253693,3.56867433198958
"272","X15-1141-53-1-5-10",82.1612425242486,56.655724729836,127.81134768417,35.8115074516056,159.440615629566,5.17986461685595,0.777607358482995,3.74792860089208,1.66663526355291,3.6639136085661
"273","OH19-135-38",82.1578951084814,55.5206209128987,129.579151672454,34.5953795718211,160.745664225955,5.00967075727674,0.755580397706468,3.74261512294481,1.62402837727031,3.59366131961215
"274","OH20-23-86",82.1166527191395,56.1720416446497,128.148150480755,36.1933657660594,159.827007852834,5.13050560448614,0.774627747119014,3.74689058760181,1.65584218415812,3.57195503303909
"275","21PU-0561",82.1153247141459,56.9533668749976,130.120456820596,38.5546568867046,161.128444695366,5.18805199533447,0.780506021774899,3.7481931620564,1.66559432827141,3.67357517788761
"276","IL16LCSDH-11-T-2666-206",82.1138771059887,56.5208366955564,126.952339721945,35.1474424014978,156.357129380022,5.05090284485309,0.763044019290175,3.75627084917174,1.74784122172682,3.35977152975818
"277","21PU-0104",82.11284891291,54.5710047843668,127.95957782271,34.226899001883,161.389399690284,5.22914637212654,0.786208907332277,3.75086796123773,1.71978440350053,3.62425480713943
"278","2417",82.1031645626691,56.6518931407784,126.476943223092,32.2897593023601,158.70239529878,5.03399510073923,0.762286315606354,3.75560007371276,1.74358772189054,3.36035292713669
"279","19-5122",82.101187416012,58.0487383467028,126.980474434057,37.4878360813953,157.725003533401,5.02694362524417,0.757360498182101,3.74283591902872,1.62438593397778,3.57949523588341
"280","X14-1205-147-13-5",82.0706683131884,57.5074701468839,128.039324754734,38.6278033114035,158.357087202212,5.02208394950864,0.757695912819964,3.74327794591975,1.62647212517512,3.60290406899904
"281","IL2021-24143",82.0608093325921,56.046850881425,126.633904349569,34.8369118469197,156.59145900951,5.04153860029361,0.763321682386305,3.75535262398482,1.74019633072158,3.35977958667503
"282","2439",82.0366853979029,55.3420313284777,127.887825616205,33.9977378880774,160.03808212441,5.02028510138456,0.760558705857937,3.75703508907588,1.75541186974706,3.35834343094895
"283","IL2021-27466",82.0202846891004,56.8163650106664,127.848530896108,35.0571944994626,158.584594081278,5.06253773960724,0.763276974455356,3.75685583357226,1.76185293281644,3.36682828816539
"284","X15-1085-57-9-3-6",82.0027926282996,57.819522919422,129.306742386448,35.5721657999118,159.471392179975,4.94668270083425,0.747031732588235,3.74504804193805,1.64959081291752,3.27124288433809
"285","X17-1276-30-16-5-4",81.9958775634456,55.8434578141653,128.932580295384,34.619965662956,160.985321116088,5.06098140891228,0.762602907786922,3.75682764862962,1.7568177022466,3.36724031925714
"286","X14-1205-147-16-1",81.9795678190653,57.9729290916014,128.543709395278,38.3499290463156,158.351170642483,5.03739141617584,0.758469667459942,3.74330438974145,1.62876841858317,3.60593611683743
"287","2440",81.9765318350904,56.7228413670507,128.475747325333,37.1726121629864,159.470772489603,5.03932567133024,0.76260111500968,3.75557311606174,1.74085081580124,3.35484835406156
"288","21PU-0673",81.9762549197328,56.5607422347623,128.701477638911,34.8247361502268,160.296510188738,5.03409971188721,0.758044004981703,3.74260615338387,1.63297936606533,3.6642814514992
"289","2242",81.9739335066864,58.0997559839804,128.558235158815,34.3437806891812,158.579973196096,5.15587244202018,0.775857131215363,3.74809774929707,1.66452896406545,3.64598049379636
"290","IL2021-16726",81.9590501696085,56.2330125582319,127.098143083447,35.3126144410979,157.451800634905,5.03814229111086,0.760721954095927,3.75724350154604,1.76333180493379,3.35904771270538
"291","2263",81.9197319691977,55.2669600180529,131.571128142838,38.0020842663515,160.463418694008,4.9492150816033,0.749966897805511,3.74506985501752,1.63273984050386,3.36757639033013
"292","OH20*24-51",81.9104761332822,57.3984386610866,128.517883114252,36.6123987007341,157.755514431754,4.94672939651623,0.748384035256188,3.74328726360855,1.63551278037153,3.37034398763128
"293","21PU-0282",81.8949980673392,54.4593576555598,129.281675798986,34.0070890051185,160.499715157218,4.95770397909764,0.751001369021446,3.74489273431574,1.65661701274926,3.34298569779537
"294","X17-1413-42-2-5-6",81.8811474433289,55.0671123121747,128.604726332845,35.8906383660613,158.649543943241,5.03519617174282,0.763199778089712,3.76480637388601,1.75455052471735,3.3540615395514
"295","X14-1031-104-7-3",81.8697004634364,55.6917246034874,130.406267884782,37.5214358614811,159.057804994855,5.03745133051129,0.759312539893612,3.7435593735871,1.62862297387673,3.64018865919431
"296","2260",81.8418329218307,56.3182361847172,128.017618215829,32.2663407506872,156.933537771306,4.95226941756839,0.749303202118672,3.7437283288256,1.63178125060826,3.36727222652007
"297","2257",81.8405433158435,55.2959330520466,129.352260560507,34.8065244012246,158.709058526387,5.16010720903199,0.777797188948318,3.74797097830228,1.66084050617662,3.61232010273584
"298","X17-1039-68-7-1-1",81.8303306007557,56.4112698733129,128.003814772173,37.0778834356279,160.826650141934,5.03537841930582,0.762501187032103,3.75519730992889,1.74212305044012,3.35520165254681
"299","IL2021-17859",81.8140153417455,57.6458536505114,125.893211593735,34.2798276134488,156.132430519261,5.02427771645114,0.759444021299924,3.75503864612488,1.74320078666112,3.34533372599556
"300","OH20-17-110",81.7955990093692,57.0606292150889,128.573773587009,37.1483977974508,160.412654348477,4.90139314132077,0.742089669615094,3.74122793513359,1.60426069210242,3.2708534851902
"301","X14-1107-95-19-5",81.793716217043,57.5638258814385,129.590639378653,37.3805224958466,159.028636210526,5.03721159405717,0.760678570045337,3.74295201646938,1.62931849229961,3.57479331843999
"302","X16-1023-86-4-5-1",81.7649474994323,58.0738788358048,129.66285964694,36.9850360673152,160.909002036594,5.169183835615,0.779241014193494,3.74812499195177,1.66580175930094,3.60091858996846
"303","X15-1071-40-17-5-8",81.7496134710295,55.3236636863871,132.021416931905,38.7354726632347,160.18110678244,4.95658301674585,0.747440132072294,3.7481426696267,1.64522115091189,3.27161822366778
"304","NY12428-1-12-01-01-1765",81.7432458415775,55.2396521135681,130.242214104802,34.5297074374207,161.038920345233,4.94258906022801,0.747228473353031,3.74812769773533,1.64538872899212,3.27022537925692
"305","2445",81.7036491496041,56.9330191411178,127.803497340755,34.3737927185826,157.753888218213,5.04514621271397,0.761423057161107,3.75546896342078,1.74268925076894,3.35528615753892
