"","germplasm","predicted.value","std.error","status","trait"
"672","2222",57.4023475872903,0.779326297686298,"Estimable","test_weight"
"673","2223",56.5945164689325,0.782789661336392,"Estimable","test_weight"
"674","2224",55.0487764331698,0.782550487824344,"Estimable","test_weight"
"675","2225",57.9343727010862,0.775967421552541,"Estimable","test_weight"
"676","2226",54.3079106970052,0.780714905816467,"Estimable","test_weight"
"677","2227",55.7569926659707,0.77966856064493,"Estimable","test_weight"
"678","2228",56.7780954296838,0.780280432163462,"Estimable","test_weight"
"679","2229",56.858310515312,0.782116649808613,"Estimable","test_weight"
"680","2230",55.7843556683232,0.778676770366265,"Estimable","test_weight"
"681","2231",56.3097021353121,0.776630541039923,"Estimable","test_weight"
"682","2232",54.3407796296433,0.77853537435401,"Estimable","test_weight"
"683","2233",57.0854388898237,0.781861728627054,"Estimable","test_weight"
"684","2234",55.9528809315486,0.779732409001281,"Estimable","test_weight"
"685","2235",56.3023329439111,0.778155443325586,"Estimable","test_weight"
"686","2236",55.6513977737937,0.748994694382528,"Estimable","test_weight"
"687","2238",54.8659415871935,0.777405122168246,"Estimable","test_weight"
"688","2239",56.3440565146168,0.776691311133608,"Estimable","test_weight"
"689","2240",55.6274390141658,0.748809002601148,"Estimable","test_weight"
"690","2241",54.9756915172173,0.778138001623782,"Estimable","test_weight"
"691","2242",58.0997559839804,0.775857131215363,"Estimable","test_weight"
"692","2243",57.000752660749,0.781109772217226,"Estimable","test_weight"
"693","2244",55.5309194155088,0.776114727378514,"Estimable","test_weight"
"694","2245",54.083154626077,0.779221073443707,"Estimable","test_weight"
"695","2246",55.8712894616173,0.778604462869229,"Estimable","test_weight"
"696","2247",56.5599529586623,0.777914220767075,"Estimable","test_weight"
"697","2248",56.512757176219,0.777359735097798,"Estimable","test_weight"
"698","2249",55.4249944975671,0.777539398078609,"Estimable","test_weight"
"699","2250",57.5254198296276,0.778084604681127,"Estimable","test_weight"
"700","2251",54.6166840874703,0.779371579854851,"Estimable","test_weight"
"701","2252",55.9086620056151,0.778245641258786,"Estimable","test_weight"
"702","2253",56.639463103337,0.778958501639468,"Estimable","test_weight"
"703","2254",57.1558320319364,0.778195974372822,"Estimable","test_weight"
"704","2255",55.9442370966222,0.779207541463307,"Estimable","test_weight"
"705","2256",56.096233802695,0.779417981463255,"Estimable","test_weight"
"706","2257",55.2959330520466,0.777797188948318,"Estimable","test_weight"
"707","2258",56.3560778108678,0.749718362665297,"Estimable","test_weight"
"708","2259",56.1345765700144,0.779337517182467,"Estimable","test_weight"
"709","2260",56.3182361847172,0.749303202118672,"Estimable","test_weight"
"710","2261",56.0670337941018,0.748477132277785,"Estimable","test_weight"
"711","2262",55.1275592718697,0.749478014688176,"Estimable","test_weight"
"712","2263",55.2669600180529,0.749966897805511,"Estimable","test_weight"
"713","22PU-0104",55.8259351263633,0.747304868443276,"Estimable","test_weight"
"714","22PU-1001",56.5466330781526,0.779105513715366,"Estimable","test_weight"
"715","22PU-1002",56.4382484996939,0.782975852680417,"Estimable","test_weight"
"716","22PU-1020",56.816942798872,0.784417138752934,"Estimable","test_weight"
"717","22PU-1022",57.7188347231506,0.783869919109544,"Estimable","test_weight"
"718","22PU-1031",57.8384566140234,0.763346822423942,"Estimable","test_weight"
"719","22PU-1033",56.5779813798455,0.78829091775621,"Estimable","test_weight"
"720","22PU-1047",56.4745482809381,0.763893710262564,"Estimable","test_weight"
"721","22PU-1048",55.1288476394447,0.761666263106844,"Estimable","test_weight"
"722","22PU-1062",57.0554678794256,0.76172139220757,"Estimable","test_weight"
"723","22PU-1075",55.5092570592742,0.77691627074881,"Estimable","test_weight"
"724","22PU-1080",56.9919583832426,0.763443957702677,"Estimable","test_weight"
"725","22PU-1081",57.5088825137162,0.761038593151316,"Estimable","test_weight"
"726","22PU-1099",57.4019986443543,0.761099500787037,"Estimable","test_weight"
"727","22PU-1101",57.6109672773267,0.760560413750913,"Estimable","test_weight"
"728","22PU-1122",57.1706542093885,0.7887252794194,"Estimable","test_weight"
"729","22PU-1155",56.7615063292465,0.760709819153279,"Estimable","test_weight"
"730","22PU-1172",56.3430852856983,0.76276079554938,"Estimable","test_weight"
"731","22PU-1176",56.9083092282071,0.765419773640736,"Estimable","test_weight"
"732","22PU-1182",57.4315907816324,0.787728156901043,"Estimable","test_weight"
"733","22PU-1188",56.5918467012185,0.780219299716105,"Estimable","test_weight"
"734","22PU-1193",56.8778255663264,0.760943769111145,"Estimable","test_weight"
"735","22PU-1217",57.3465463975093,0.762903887536481,"Estimable","test_weight"
"736","22PU-1227",56.4778701447475,0.780937911716401,"Estimable","test_weight"
"737","22PU-1248",56.9414481524581,0.763230401888389,"Estimable","test_weight"
"738","22PU-1305",58.2383754420026,0.762137138983093,"Estimable","test_weight"
"739","22PU-1322",57.868178627671,0.761511262350778,"Estimable","test_weight"
"740","22PU-1342",56.9604708615599,0.763423641183925,"Estimable","test_weight"
"741","22PU-1347",56.8223781893945,0.761730836399059,"Estimable","test_weight"
"742","22PU-1366",56.5491287210849,0.746824303776071,"Estimable","test_weight"
"743","22PU-1379",57.1381236781662,0.763485738116693,"Estimable","test_weight"
"744","22PU-1385",57.0389254075076,0.77772605996738,"Estimable","test_weight"
"745","22PU-1391",57.6695258298292,0.763184473667285,"Estimable","test_weight"
"746","22PU-1412",55.7891083759168,0.760669353751432,"Estimable","test_weight"
"747","22PU-1427",57.0890516916564,0.762831725404028,"Estimable","test_weight"
"748","22PU-3012",56.5903853797706,0.781875060571392,"Estimable","test_weight"
"749","22PU-3027",56.8710270022732,0.779534157629143,"Estimable","test_weight"
"750","22PU-3029",57.3000530813486,0.746213614539778,"Estimable","test_weight"
"751","22PU-3048",56.4033851881054,0.778397232949412,"Estimable","test_weight"
"752","22PU-3054",56.5436539117916,0.756054145171763,"Estimable","test_weight"
"753","22PU-3055",56.5325944995075,0.780988423190643,"Estimable","test_weight"
"754","22PU-3070",57.9523504483974,0.789401981367644,"Estimable","test_weight"
"755","22PU-3071",54.9533353801294,0.75741587273441,"Estimable","test_weight"
"756","22PU-3081",55.5178312786499,0.783010452533103,"Estimable","test_weight"
"757","22PU-3086",54.6528694444258,0.780371292834799,"Estimable","test_weight"
"758","22PU-3106",57.6642961306294,0.74674507472215,"Estimable","test_weight"
"759","22PU-3107",57.2955820948871,0.75447030860881,"Estimable","test_weight"
"760","22PU-3108",57.0883519597535,0.775599156028819,"Estimable","test_weight"
"761","22PU-3109",57.084668333929,0.775236229354114,"Estimable","test_weight"
"762","22PU-3110",56.3483231019609,0.775935952900965,"Estimable","test_weight"
"763","22PU-3111",58.0297840632746,0.761819963253555,"Estimable","test_weight"
"764","22PU-3112",56.4691207353488,0.77641831991254,"Estimable","test_weight"
"765","22PU-3117",58.108432514657,0.780336622170177,"Estimable","test_weight"
"766","22PU-3123",57.1922082075852,0.755994870458889,"Estimable","test_weight"
"767","22PU-3126",57.7502237981574,0.747048386794762,"Estimable","test_weight"
"768","22PU-3152",54.8815361505754,0.777913157267231,"Estimable","test_weight"
"769","22PU-3153",54.5940514186191,0.778413068422405,"Estimable","test_weight"
"770","22PU-3157",53.38222275349,0.774771310394686,"Estimable","test_weight"
"771","22PU-3166",57.4883347111002,0.787377029667942,"Estimable","test_weight"
"772","22PU-3248",56.9755372417044,0.757500695700986,"Estimable","test_weight"
"773","22PU-3251",56.7148494512959,0.778388485410702,"Estimable","test_weight"
"774","22PU-3262",56.6235959667711,0.757685057389601,"Estimable","test_weight"
"775","22PU-3304",58.8786614815439,0.777430077231461,"Estimable","test_weight"
"776","22PU-3313",57.7815535864946,0.76212861859326,"Estimable","test_weight"
"777","22PU-3329",57.3001161652862,0.747460883819725,"Estimable","test_weight"
"778","22PU-3389",57.9448807795558,0.76215097552141,"Estimable","test_weight"
"779","22PU-3425",58.2318021350308,0.788196942305331,"Estimable","test_weight"
"780","22PU-3447",56.9719792725597,0.775020158696649,"Estimable","test_weight"
"781","22PU-3451",56.512028953563,0.757108649090049,"Estimable","test_weight"
"782","22PU-3456",56.8374431643411,0.782945404773489,"Estimable","test_weight"
"783","22PU-3470",59.5611468318682,0.763851549254553,"Estimable","test_weight"
"784","22PU-3473",59.5724866254369,0.775004800626206,"Estimable","test_weight"
"785","2401",56.2319909701166,0.761610441647588,"Estimable","test_weight"
"786","2402",55.9730736425614,0.761940922568471,"Estimable","test_weight"
"787","2403",56.970152679413,0.761943736318591,"Estimable","test_weight"
"788","2404",56.8979990780911,0.764184000873546,"Estimable","test_weight"
"789","2405",54.6125811298203,0.76223689099246,"Estimable","test_weight"
"790","2406",53.4748003360246,0.761080377121919,"Estimable","test_weight"
"791","2407",54.5815211148493,0.761229604628275,"Estimable","test_weight"
"792","2408",55.0437718429396,0.760102312274747,"Estimable","test_weight"
"793","2409",55.1339478694747,0.807315433082407,"Estimable","test_weight"
"794","2410",55.2364347784583,0.76183853898612,"Estimable","test_weight"
"795","2411",56.419935172147,0.762710395531763,"Estimable","test_weight"
"796","2412",56.4156440101213,0.763433925177845,"Estimable","test_weight"
"797","2413",57.0335548715544,0.761972262660702,"Estimable","test_weight"
"798","2414",54.7571629139765,0.761657299541984,"Estimable","test_weight"
"799","2415",56.541004731512,0.762244289226564,"Estimable","test_weight"
"800","2416",55.4457031185622,0.761729202938822,"Estimable","test_weight"
"801","2417",56.6518931407784,0.762286315606354,"Estimable","test_weight"
"802","2418",56.1247664939285,0.763367913470084,"Estimable","test_weight"
"803","2419",56.8502461374858,0.762227389515311,"Estimable","test_weight"
"804","2420",56.9738491406143,0.760661881647062,"Estimable","test_weight"
"805","2421",55.299754155883,0.763637825856448,"Estimable","test_weight"
"806","2422",55.7338507941304,0.763218725640628,"Estimable","test_weight"
"807","2423",56.0132827982339,0.762976861255474,"Estimable","test_weight"
"808","2424",55.5246530634381,0.763426983941189,"Estimable","test_weight"
"809","2425",54.9784715468795,0.76136296362627,"Estimable","test_weight"
"810","2426",56.497936964352,0.761379355024641,"Estimable","test_weight"
"811","2427",55.5074643541404,0.761013285222696,"Estimable","test_weight"
"812","2428",57.3046019090868,0.761949952914674,"Estimable","test_weight"
"813","2429",56.7737649845809,0.76207959482039,"Estimable","test_weight"
"814","2430",55.1150824760752,0.76316368531288,"Estimable","test_weight"
"815","2431",53.4933873555557,0.763051980372897,"Estimable","test_weight"
"816","2432",54.8319654847184,0.762441595056884,"Estimable","test_weight"
"817","2433",55.374117934115,0.761546557428661,"Estimable","test_weight"
"818","2434",56.3159434620808,0.762314386661141,"Estimable","test_weight"
"819","2435",55.396245354433,0.76244212956426,"Estimable","test_weight"
"820","2436",56.5764731634069,0.761968392799478,"Estimable","test_weight"
"821","2437",55.8998187650325,0.761133834421648,"Estimable","test_weight"
"822","2438",57.1880599797868,0.761381860649677,"Estimable","test_weight"
"823","2439",55.3420313284777,0.760558705857937,"Estimable","test_weight"
"824","2440",56.7228413670507,0.76260111500968,"Estimable","test_weight"
"825","2441",54.9649622875689,0.761606504669933,"Estimable","test_weight"
"826","2442",56.3631709925099,0.761779678436797,"Estimable","test_weight"
"827","2443",56.3450670448277,0.761195205226732,"Estimable","test_weight"
"828","2444",56.7645836472874,0.760605083672971,"Estimable","test_weight"
"829","2445",56.9330191411178,0.761423057161107,"Estimable","test_weight"
"830","2446",55.4397349769954,0.761244679516145,"Estimable","test_weight"
"831","2447",56.3582479897641,0.763412880850302,"Estimable","test_weight"
"832","2448",56.1199891525925,0.764674828950957,"Estimable","test_weight"
"833","2449",55.8633564449275,0.761599114834574,"Estimable","test_weight"
"834","2450",54.7454536393789,0.761464977901196,"Estimable","test_weight"
"835","B722",56.3967040469335,0.764021496567371,"Estimable","test_weight"
"836","B726",55.5008618803692,0.757070202740512,"Estimable","test_weight"
"837","B732",55.9668295152702,0.747328971413916,"Estimable","test_weight"
"838","07-19334",57.5184311203274,0.739241155942968,"Estimable","test_weight"
"839","12-26004",55.9253411328632,0.74938537633652,"Estimable","test_weight"
"840","16-8048",57.4616119490397,0.749058221207743,"Estimable","test_weight"
"841","IL16LCSDH-02-T-864-59",57.2725287824159,0.762473632102222,"Estimable","test_weight"
"842","IL16LCSDH-04-T-2659-20",57.5826807590049,0.746802141463341,"Estimable","test_weight"
"843","IL16LCSDH-04-T-2659-216",57.4819137968451,0.746663587508876,"Estimable","test_weight"
"844","IL16LCSDH-04-T-2659-225",56.888548924883,0.760775348814354,"Estimable","test_weight"
"845","IL16LCSDH-04-T-2659-232",56.731827296214,0.760826366991234,"Estimable","test_weight"
"846","IL16LCSDH-04-T-2659-3",56.6039999392655,0.746041063553217,"Estimable","test_weight"
"847","IL16LCSDH-06-T-2661-17",56.2635410206059,0.746665899647953,"Estimable","test_weight"
"848","IL16LCSDH-07-T-2662-202",56.4426713191863,0.746815558382716,"Estimable","test_weight"
"849","IL16LCSDH-08-T-2663-55",57.8105592640286,0.74655402558073,"Estimable","test_weight"
"850","IL16LCSDH-09-T-2664-16",58.3944937470553,0.747157723029668,"Estimable","test_weight"
"851","IL16LCSDH-09-T-2664-20",58.9579901483508,0.746915438362624,"Estimable","test_weight"
"852","IL16LCSDH-09-T-2664-23",58.306022632125,0.746497723170963,"Estimable","test_weight"
"853","IL16LCSDH-09-T-2664-24",59.1576002890254,0.746726536251448,"Estimable","test_weight"
"854","IL16LCSDH-09-T-2664-28",59.2119855913911,0.746549277702321,"Estimable","test_weight"
"855","IL16LCSDH-09-T-2664-36",58.9550779853274,0.746631543078698,"Estimable","test_weight"
"856","IL16LCSDH-09-T-2664-40",59.0615657449892,0.746379944620253,"Estimable","test_weight"
"857","IL16LCSDH-09-T-2664-43",59.0467109581687,0.746044347022787,"Estimable","test_weight"
"858","IL16LCSDH-10-T-2665-21",57.9686582146844,0.74768633614618,"Estimable","test_weight"
"859","IL16LCSDH-10-T-2665-22",57.6532292393655,0.760318039415345,"Estimable","test_weight"
"860","IL16LCSDH-10-T-2665-41",57.0577998638122,0.746611499673875,"Estimable","test_weight"
"861","IL16LCSDH-11-T-2666-206",56.5208366955564,0.763044019290175,"Estimable","test_weight"
"862","18-23760",57.0623205997133,0.74176121156027,"Estimable","test_weight"
"863","18-28931",55.3095437236219,0.776482871823221,"Estimable","test_weight"
"864","19-10123",57.1851750037267,0.758244184671467,"Estimable","test_weight"
"865","19-12926",58.1004401707526,0.78300429415076,"Estimable","test_weight"
"866","19-13414",57.9082873895696,0.759549453013762,"Estimable","test_weight"
"867","19-13451",56.4662207025785,0.782676628486531,"Estimable","test_weight"
"868","19-13713",57.7266163167752,0.780325189242276,"Estimable","test_weight"
"869","19-13978",58.7266387351481,0.775012074486504,"Estimable","test_weight"
"870","19-14617",56.7013514822628,0.780110648176097,"Estimable","test_weight"
"871","19-14845",56.3705458919281,0.774968856379064,"Estimable","test_weight"
"872","19-14856",56.0009586770715,0.772586419204017,"Estimable","test_weight"
"873","19-14933",57.8124114170469,0.757944310051514,"Estimable","test_weight"
"874","19-15017",57.174588145615,0.779024122479855,"Estimable","test_weight"
"875","19-16176",57.3417274507934,0.774180149794513,"Estimable","test_weight"
"876","19-17546",56.1943916296965,0.779847927064289,"Estimable","test_weight"
"877","19-17662",56.6926744044091,0.758297387183473,"Estimable","test_weight"
"878","19-18153",57.0743250202066,0.76045911235932,"Estimable","test_weight"
"879","19-18156",57.9510183343951,0.757447579144328,"Estimable","test_weight"
"880","19-18725",57.0759983372582,0.777647917085612,"Estimable","test_weight"
"881","19-18826",57.3913379408937,0.758303916720055,"Estimable","test_weight"
"882","19-18837",57.5508303271111,0.758154812661396,"Estimable","test_weight"
"883","19-18957",56.7060175975897,0.77586645253081,"Estimable","test_weight"
"884","19-19205",57.7318229510923,0.778302664779173,"Estimable","test_weight"
"885","19-20348",56.8925065185492,0.760442294255557,"Estimable","test_weight"
"886","19-21467",56.7613943603299,0.776586443329436,"Estimable","test_weight"
"887","19-21760",56.0523919337777,0.757172109172443,"Estimable","test_weight"
"888","19-21848",57.2420725273689,0.758851643358823,"Estimable","test_weight"
"889","19-22757",58.0220683232419,0.757650882656356,"Estimable","test_weight"
"890","19-23855",57.9748361619849,0.778459968119033,"Estimable","test_weight"
"891","19-25469",57.329018185559,0.778212363627475,"Estimable","test_weight"
"892","19-26456",57.3173432302329,0.777803720058017,"Estimable","test_weight"
"893","19-26709",57.1318439612317,0.759192162287989,"Estimable","test_weight"
"894","19-27565",57.8018117104195,0.758279655851457,"Estimable","test_weight"
"895","19-4151",57.2502743734719,0.757507784438035,"Estimable","test_weight"
"896","19-5122",58.0487383467028,0.757360498182101,"Estimable","test_weight"
"897","19-5632",57.7128212940878,0.753800547351774,"Estimable","test_weight"
"898","19-6637",58.5342131261501,0.758783266824089,"Estimable","test_weight"
"899","19-6946",56.6381843475527,0.758112290058904,"Estimable","test_weight"
"900","2020-10001",58.2616594870078,0.779679290850306,"Estimable","test_weight"
"901","2020-10275",57.1486382810767,0.780008453584786,"Estimable","test_weight"
"902","2020-10322",55.9741449649297,0.749271829943051,"Estimable","test_weight"
"903","2020-10415",55.660428542637,0.777285452918969,"Estimable","test_weight"
"904","2020-10435",56.7710936280572,0.780105843319843,"Estimable","test_weight"
"905","2020-11426",56.2932746873284,0.779257528062778,"Estimable","test_weight"
"906","2020-12650",57.5304797566395,0.778452845860826,"Estimable","test_weight"
"907","2020-12665",57.2664869837699,0.775992471444445,"Estimable","test_weight"
"908","2020-14116",55.7364538038085,0.749853657349644,"Estimable","test_weight"
"909","2020-15256",56.8665716954379,0.742054280688593,"Estimable","test_weight"
"910","2020-15726",57.237861944111,0.749422426230914,"Estimable","test_weight"
"911","2020-16035",57.1079783033563,0.777284418790434,"Estimable","test_weight"
"912","2020-16102",57.5398438078854,0.779283036297916,"Estimable","test_weight"
"913","2020-2010",56.3200098647735,0.775454920938488,"Estimable","test_weight"
"914","2020-2101",56.2558110418719,0.77650765789885,"Estimable","test_weight"
"915","2020-2334",55.8644062033176,0.775843513078532,"Estimable","test_weight"
"916","2020-2749",58.2726453514043,0.778253434816054,"Estimable","test_weight"
"917","2020-2864",56.7713565981107,0.773939109787344,"Estimable","test_weight"
"918","2020-40034",56.8001817123428,0.779385597025432,"Estimable","test_weight"
"919","2020-5376",56.6156455092591,0.742686553039803,"Estimable","test_weight"
"920","2020-6205",56.9652285665522,0.749500666702467,"Estimable","test_weight"
"921","2020-6254",56.6681042028058,0.777805405655815,"Estimable","test_weight"
"922","2020-6435",56.5431701912092,0.750421719499389,"Estimable","test_weight"
"923","2020-7021",56.2952978728303,0.783808249411732,"Estimable","test_weight"
"924","2020-7719",56.582914014353,0.777461086039769,"Estimable","test_weight"
"925","2020-7737",56.5275937845465,0.776213803823315,"Estimable","test_weight"
"926","2020-7917",57.2221083775051,0.78020307334955,"Estimable","test_weight"
"927","2020-9801",57.9105821883961,0.777634721111958,"Estimable","test_weight"
"928","2020-9945",55.8324185826786,0.750282157605709,"Estimable","test_weight"
"929","IL2021-13707",55.4240212565915,0.761058367472774,"Estimable","test_weight"
"930","IL2021-13713",56.0095475189579,0.762054784464133,"Estimable","test_weight"
"931","IL2021-15134",57.9959864782731,0.761530572254042,"Estimable","test_weight"
"932","IL2021-15254",58.543164425548,0.761857086818227,"Estimable","test_weight"
"933","IL2021-16415",58.1518381576287,0.761507337433846,"Estimable","test_weight"
"934","IL2021-16452",56.3095543416781,0.761804065797259,"Estimable","test_weight"
"935","IL2021-16612",57.0889408465499,0.762756123634247,"Estimable","test_weight"
"936","IL2021-16676",56.5156527345981,0.761196244531368,"Estimable","test_weight"
"937","IL2021-16726",56.2330125582319,0.760721954095927,"Estimable","test_weight"
"938","IL2021-17475",56.8306484994909,0.760491457347032,"Estimable","test_weight"
"939","IL2021-17749",57.0424495617894,0.771306630807354,"Estimable","test_weight"
"940","IL2021-17859",57.6458536505114,0.759444021299924,"Estimable","test_weight"
"941","IL2021-17958",56.7401877714676,0.76133770029773,"Estimable","test_weight"
"942","IL2021-18124",57.2936421192915,0.762465892225181,"Estimable","test_weight"
"943","IL2021-18451",56.0533463482102,0.760464296200133,"Estimable","test_weight"
"944","IL2021-18457",56.8202219434889,0.762258551976855,"Estimable","test_weight"
"945","IL2021-19401",56.2428925693262,0.762214768272378,"Estimable","test_weight"
"946","IL2021-22113",57.0605930135879,0.76097850509971,"Estimable","test_weight"
"947","IL2021-22316",56.8694031231921,0.746279485283322,"Estimable","test_weight"
"948","IL2021-24143",56.046850881425,0.763321682386305,"Estimable","test_weight"
"949","IL2021-24241",58.2198216747991,0.761655963611281,"Estimable","test_weight"
"950","IL2021-26834",56.6392438049353,0.761578236825941,"Estimable","test_weight"
"951","IL2021-27466",56.8163650106664,0.763276974455356,"Estimable","test_weight"
"952","IL2021-28712",56.953872236952,0.763091187725202,"Estimable","test_weight"
"953","IL2021-28801",56.8936861661366,0.761350535479903,"Estimable","test_weight"
"954","IL2021-32902",57.3074726319414,0.760988159035816,"Estimable","test_weight"
"955","IL2021-34113",56.8557200971751,0.761772512723761,"Estimable","test_weight"
"956","IL2021-35723",56.4595561233234,0.763350135456161,"Estimable","test_weight"
"957","IL2021-36639",57.5953675244301,0.763100966084529,"Estimable","test_weight"
"958","IL2021-36748",56.9568188650444,0.760580337959693,"Estimable","test_weight"
"959","IL2021-37737",55.9160796164139,0.765269652761093,"Estimable","test_weight"
"960","IL2021-39253",57.0961691937254,0.761842187806293,"Estimable","test_weight"
"961","IL2021-41721",56.4016618877365,0.761367564511357,"Estimable","test_weight"
"962","IL2021-43872",57.1493636022035,0.760541398983155,"Estimable","test_weight"
"963","IL2021-44005",56.5508487441885,0.761123984668426,"Estimable","test_weight"
"964","IL2021-46132",55.7027124966375,0.761844481746542,"Estimable","test_weight"
"965","MI16R0720",54.3687283848262,0.755887981472888,"Estimable","test_weight"
"966","MI17R0357",55.7591767112668,0.756462133364247,"Estimable","test_weight"
"967","MI20R0012",57.8596444427498,0.746340724703292,"Estimable","test_weight"
"968","MI20R0096",54.4538780007865,0.74668874310011,"Estimable","test_weight"
"969","MI20R0210",55.4008516329311,0.747480799663928,"Estimable","test_weight"
"970","MI20W0120",55.3616311141919,0.746426727716734,"Estimable","test_weight"
"971","MI21W0040",56.0342298288418,0.746079369653071,"Estimable","test_weight"
"972","MI22R033",56.7168821034193,0.746714183418745,"Estimable","test_weight"
"973","MI22R057",56.4295379579905,0.747132408157313,"Estimable","test_weight"
"974","MI22R109",54.688594947834,0.74627828717253,"Estimable","test_weight"
"975","MI22R115",55.8786998160933,0.747703446924506,"Estimable","test_weight"
"976","MI22R142",55.3001947590986,0.746626874069736,"Estimable","test_weight"
"977","MI22W191",55.5514226349406,0.746590691170762,"Estimable","test_weight"
"978","MI22W196",56.217871364112,0.746557400971555,"Estimable","test_weight"
"979","MI22W213",55.1647927985918,0.746718404267134,"Estimable","test_weight"
"980","NY11014-9-25-1319",55.0377754906046,0.75611920550838,"Estimable","test_weight"
"981","NY12006-2-1-7",54.9813390404546,0.755723518206969,"Estimable","test_weight"
"982","NY12007-2-4-13-1381",55.5138135157161,0.756372033119704,"Estimable","test_weight"
"983","NY12300-1-6-07-1436",58.0541781056846,0.75706192625536,"Estimable","test_weight"
"984","NY12302-2-14-01-1441",54.2699079564571,0.740060842391018,"Estimable","test_weight"
"985","NY12302-2-14-08-1442",54.4032493464903,0.755453860173252,"Estimable","test_weight"
"986","NY12308-1-18-09-1449",54.1518427257999,0.755328241641708,"Estimable","test_weight"
"987","NY12311-1-30-10-1452",56.0754977521844,0.739775051817014,"Estimable","test_weight"
"988","NY12325-1-10-12-1476",55.0994336017713,0.73992722804408,"Estimable","test_weight"
"989","NY12325-1-10-18-1477",55.787981265618,0.739695747635499,"Estimable","test_weight"
"990","NY12351-1-14-20-1484",55.6994789806163,0.739880258847267,"Estimable","test_weight"
"991","NY12397-1-4-13",56.8167437963681,0.739883208358134,"Estimable","test_weight"
"992","NY12398-2-16-07-03W-1580",56.3082572589158,0.739327698361296,"Estimable","test_weight"
"993","NY12428-1-12-01-01-1765",55.2396521135681,0.747228473353031,"Estimable","test_weight"
"994","NY12457-1-8-02",54.8000757823107,0.739780030969436,"Estimable","test_weight"
"995","NY12508-1-7-15-1536",56.4890738108277,0.739636828027321,"Estimable","test_weight"
"996","NY12512-1-6-05-1542",55.2995667544281,0.739811804885761,"Estimable","test_weight"
"997","NY12512-1-6-17-1544",56.1118005437554,0.747125649459143,"Estimable","test_weight"
"998","NY15116-01-06-01-1804",55.6626713880432,0.757103691382152,"Estimable","test_weight"
"999","NY15141-01-02-01-1830",56.8208701901905,0.746782766091584,"Estimable","test_weight"
"1000","NY15148-01-01-10-1860",54.4924150362892,0.747552621926739,"Estimable","test_weight"
"1001","NY15150-01-01-12-1870",54.8238390826554,0.739615048183559,"Estimable","test_weight"
"1002","NY15158-01-01-10-1873",55.4569570102159,0.739438683320516,"Estimable","test_weight"
"1003","NY15158-01-01-11-1874",56.4094116140343,0.746226628949801,"Estimable","test_weight"
"1004","NY16058-01-06-1900",57.037746548292,0.746906868481559,"Estimable","test_weight"
"1005","NY16068-01-11-1909",56.7814254903734,0.746328972607896,"Estimable","test_weight"
"1006","NY99056-161-O",54.268377261612,0.740484720581622,"Estimable","test_weight"
"1007","OH13-88-61",56.6700185249843,0.743642609440272,"Estimable","test_weight"
"1008","OH15-191-52",56.2462820425492,0.739483841268661,"Estimable","test_weight"
"1009","OH18*104-99",57.0157834473185,0.755840838376167,"Estimable","test_weight"
"1010","OH18*105-13",55.8199811143484,0.755171109420058,"Estimable","test_weight"
"1011","OH18-46-89",57.8018219042816,0.756526055785073,"Estimable","test_weight"
"1012","OH18*48-106",55.3442657541991,0.77852419054401,"Estimable","test_weight"
"1013","OH18-65-13",57.7395138300349,0.755542483735897,"Estimable","test_weight"
"1014","OH18-65-54",57.9146851211081,0.738944139665618,"Estimable","test_weight"
"1015","OH18-78-33",55.8766285086536,0.739534666478012,"Estimable","test_weight"
"1016","OH19*101-1",56.8887941941323,0.755714955975818,"Estimable","test_weight"
"1017","OH19*102-76",56.1019810752353,0.739367657572797,"Estimable","test_weight"
"1018","OH19*103-77",54.0500389391804,0.75458783076936,"Estimable","test_weight"
"1019","OH19-129-17",56.3135666558433,0.755374794720718,"Estimable","test_weight"
"1020","OH19-135-38",55.5206209128987,0.755580397706468,"Estimable","test_weight"
"1021","OH19*138-14",57.4309017610728,0.760106065755145,"Estimable","test_weight"
"1022","OH19-145-14",55.3116377312835,0.743627511022798,"Estimable","test_weight"
"1023","OH19-161-70",57.3946408101279,0.739991467971776,"Estimable","test_weight"
"1024","OH19-167-5",55.3037831989974,0.73906902642494,"Estimable","test_weight"
"1025","OH19-46-83",55.3424012707753,0.754932953487014,"Estimable","test_weight"
"1026","OH19-62-43",56.524785183179,0.75806146194702,"Estimable","test_weight"
"1027","OH19-71-5",57.0816272041887,0.755136911173617,"Estimable","test_weight"
"1028","OH20-110-17",55.0354138196481,0.774614086168977,"Estimable","test_weight"
"1029","OH20-1-110",55.82215284974,0.775640038960155,"Estimable","test_weight"
"1030","OH20-1-12",55.977713694853,0.742456157083644,"Estimable","test_weight"
"1031","OH20*13-104",57.2122336538682,0.748248185050195,"Estimable","test_weight"
"1032","OH20-16-18",54.7478836260986,0.775760250128786,"Estimable","test_weight"
"1033","OH20-16-3",55.553827509693,0.748793331639024,"Estimable","test_weight"
"1034","OH20-17-110",57.0606292150889,0.742089669615094,"Estimable","test_weight"
"1035","OH20-17-3",56.791940962345,0.741807670130367,"Estimable","test_weight"
"1036","OH20-17-42",55.4982633566621,0.742044112438286,"Estimable","test_weight"
"1037","OH20-17-66",54.7884897303212,0.742321874391903,"Estimable","test_weight"
"1038","OH20-18-51",55.086347695791,0.776396204586121,"Estimable","test_weight"
"1039","OH20-1-98",58.0535738158284,0.775854719412781,"Estimable","test_weight"
