"","eval_years","germplasm","YLD_mean","YLD_Big6_Fra_23","YLD_Big6_Fra_24","YLD_Big6_Fre_23","YLD_Big6_Fre_24","YLD_Big6_Ith_23","YLD_Big6_Laf_23","YLD_Big6_Laf_24","YLD_Big6_Mas_23","YLD_Big6_Msn_24","YLD_Big6_Neo_24","YLD_Big6_Prn_23","YLD_Big6_Prn_24","YLD_Big6_Urb_23","YLD_Big6_Urb_24","YLD_Big6_Vin_23","YLD_Big6_Woo_23","YLD_Big6_Woo_24","TW_mean","TW_Big6_Fra_23","TW_Big6_Fra_24","TW_Big6_Fre_23","TW_Big6_Fre_24","TW_Big6_Ith_23","TW_Big6_Laf_23","TW_Big6_Laf_24","TW_Big6_Mas_23","TW_Big6_Msn_24","TW_Big6_Neo_24","TW_Big6_Prn_23","TW_Big6_Prn_24","TW_Big6_Urb_23","TW_Big6_Urb_24","TW_Big6_Vin_23","TW_Big6_Woo_23","TW_Big6_Woo_24","HD_mean","HD_Big6_Laf_23","HD_Big6_Laf_24","HD_Big6_Mas_23","HD_Big6_Neo_24","HD_Big6_Prn_23","HD_Big6_Prn_24","HD_Big6_Urb_23","HD_Big6_Urb_24","HD_Big6_Vin_23","HD_Big6_Woo_23","HT_mean","HT_Big6_Laf_24","HT_Big6_Mas_23","HT_Big6_Neo_24","HT_Big6_Prn_23","HT_Big6_Urb_23","HT_Big6_Urb_24","HT_Big6_Woo_23","n.study_2023","n.study_2024"
"11","2023","2207",7.02692348823118,5.88760883223082,5.88221793572403,7.58907191542257,6.55004541818974,4.73227536579473,3.76936937530125,2.82848741453968,3.93625014758158,8.56460573819235,8.95974483778082,10.8284926675379,4.84958877773432,13.3731261753084,5.22442356068594,9.98916555772415,6.92332521172151,9.56990036846027,-1.20528954903376,-2.95194034650395,-1.63222334829004,-0.511988800882403,-2.28102132463373,-1.99703792512898,-0.468059145309182,0.79102957032251,-1.93166709827376,-0.682082796457456,-1.69855571982001,-0.223097132467892,-1.21477713975015,-0.805486679635513,-3.55950287585106,-0.0077751344561456,-0.853713729162075,-0.462022707274109,-0.860737637301346,-0.209792651503661,-0.394323111173719,-0.537156645777119,-1.12297731127191,-1.41443254157318,-0.565740548179119,-0.719037414427812,-1.33477000208725,-1.09672121889219,-1.2124249281275,-0.241262445563746,0.014366753548538,-0.384883704170551,-0.356057128420719,-1.21095711411686,0.390724780047566,0.569912033434184,-0.711942739268377,"9",NA
"12","2024","IL16LCSDH-04-T-2659-216",6.68065157814227,2.4505227288144,3.49230852334923,6.5826431100851,6.32206499909934,3.77537830154011,6.35806242123785,4.06279791526003,2.57353536363491,6.33758647291165,18.4046603343557,6.07418641504811,5.8309686480092,7.99181108691303,22.6561695255139,8.98421491554641,1.90610268168748,-0.231936614587715,1.62019730209834,1.14852129149377,0.517599997230868,1.24647209263923,1.67192453849253,0.855368599377889,0.929523127697034,2.84077773142,0.581561844208032,1.01421741112684,3.31138282009137,1.79839820733193,2.18850570147108,1.39731356227959,2.97627448710917,2.01642547055329,0.943853564343443,2.10523368880567,-0.898551299525312,-1.62001016164726,-1.03182534923276,-0.215299994772202,-1.10716452802328,-1.07908500098833,-0.711141553012486,-0.838087531806009,-1.11301935393178,-1.13922312894827,-0.130656392890733,-0.822671100391494,-0.541948738349137,-0.69983744053672,-1.59886642129369,-0.259696106270606,-0.490483237551776,-1.07163581164338,-1.09622994709515,NA,"8"
"13","2024","2425",6.49639633315895,5.81565428846289,8.59005884981605,10.1706936555812,7.67541079402416,4.98230919334369,0.562628100874054,1.87553200872543,5.13399970113927,9.59710460696823,-3.95288856639941,8.14519625534247,-4.25865577029708,12.2708535778791,12.2884953548712,7.66526521692224,10.4242291643191,13.4528512321296,-1.79479475801095,-2.1688229921437,-1.52883742250571,-1.70873585225444,-1.40552745745671,-1.64480775391531,-1.51164906630061,-3.1634085273862,-1.3158957215032,-1.0042208797328,-2.95829799509811,-1.19086359456545,-3.06365997985526,-2.62476900751743,-0.817051197605017,-1.75199909018923,-0.901162333724361,-1.75180201443256,0.70265141933665,1.40014162082552,0.43656542222508,0.610607994014898,0.878804146459402,0.725547554727487,-0.328996350671265,1.0032636524215,0.907265694229793,0.91772565861802,0.475588800516061,-3.82002761292462,-3.37420274229922,-3.88537919659813,-3.97500912578814,-4.03749294665936,-4.13427736929461,-3.28548788050422,-4.04834402932863,NA,"7"
"14","2023&2024","OH19-167-5",6.43368054888779,2.07961091190953,5.77960522401385,10.3506206085089,6.65096876788197,3.3299516669435,-5.70130964566485,3.55966765074048,-0.92613579505805,6.96631282171,17.4479018954991,8.3334308282462,4.59198336919711,8.24237196104991,11.6858216145201,9.96318888923763,5.5150409228107,11.5035376395463,-0.750830987286803,-0.982448852502245,-1.35624574417163,-0.708492451206414,-1.18059943908441,-1.92310495616098,-0.85041307105389,1.75293900193994,-1.70930432763272,-0.775455167591043,0.642840544065524,-1.83133342262813,-1.10229948628269,-1.18537348192213,1.5149137293528,-0.801779611888609,-1.26924322177749,-0.998726825331529,-0.264470902537943,0.611830065275437,0.284125484214454,0.236839623269226,-0.671399538618767,-1.02538323031601,-0.691922748685045,-0.352518721511561,-0.49988204792801,-0.501991744436355,-0.0344061666427997,0.174776894334868,0.295518262037369,0.164386717565615,0.296860180320491,0.6042955697756,0.110550257085735,-0.370777540072586,0.12260481363185,"9","8"
"15","2024","MI20R0012",6.26695545260416,0.94257419582824,1.91393769943146,5.66273634414001,18.9391863371276,2.65873153062882,4.92660942709712,2.70405717235476,1.82176631145478,-3.83020550064215,12.7440654297838,9.217726784395,0.0548971809137026,7.52574878257204,17.9463332443599,5.38228469397858,7.67906780470255,10.2487252561445,1.64200509593679,2.06239063274743,1.33209311474229,0.298156970174397,1.94362554740094,1.67744577450303,0.878098168163853,2.6300782957997,1.61226034735638,0.771026464717527,2.62673252128791,1.54552772740978,2.47417184319119,0.871150017745614,4.46064820656774,0.642354817015318,1.22295505791147,0.865371124190916,1.07662234806228,1.2191308623805,0.766120187013207,0.370958510133435,1.29502505139563,1.8655800927781,0.747136415572369,1.20223351673101,1.12744041988401,1.29426359498252,0.878334829752031,0.0849626760146042,-0.226282249414385,-0.570474635588244,0.5909337857246,0.159161554187393,-0.505480917623601,0.688835003313681,0.458046191502784,NA,"8"
"16","2024","OH21-92-54",6.24244715252012,-1.38841366000239,4.69968123035577,8.7624519879461,12.1069794948595,2.95184115132622,-2.76296096166498,3.29884318773358,-1.27599232610077,6.15869863740141,14.1965109304681,7.79077630247707,5.40088335070148,7.77725147479768,16.431116777194,9.00942340635671,2.66770199462286,10.2968086143697,0.0665612555133938,-0.849381679073434,-0.00833682169490808,0.258850362735629,0.000240614550241027,-0.735358113111157,-0.352492326620093,0.797396952519515,-0.718749203408926,-0.0126357964787082,0.493061478585379,0.18095321598107,-0.10666303340822,-0.76243581144432,2.63700486729695,0.412630094039136,-0.434794724739704,0.332251267999245,-1.32458067789736,-0.999336179303299,-0.69685971795858,-0.382030724927103,-1.71460256897365,-2.27566855064764,-1.29401619854668,-0.821939182346556,-1.34456067046845,-1.65265141681117,-2.06414156899046,-1.57326155302379,-1.53584214415124,-0.755045156837825,-1.84508769395756,-1.23871837556432,-2.28172878993858,-1.74577962055424,-1.61062909016279,NA,"7"
"17","2024","OH21-8-3",6.22339938245934,-0.781173933408936,2.35536012508351,7.49256379893558,8.91458423721786,1.94549839939938,-9.79218298051223,4.09012009010065,-2.46100420337187,7.77642017683851,23.5974505648079,8.84140383333819,3.3227548403935,6.24876823949733,27.4999966952483,8.21938580108579,-0.99899862275392,9.52684243990931,-0.180496863653237,-1.17987721206112,-0.819103777339228,0.178069401631767,-0.217526470116496,-0.908270284171443,-0.781079896436436,0.0733483207651131,-0.809870466763704,-0.179399953643789,-0.768266473668588,-0.122491257397182,-0.324910689915568,-0.284540519426301,4.11211152812399,-0.177176475698988,-0.529675893203578,-0.329786562783473,-0.00639812058494129,2.10639308887114,-0.0792601382035949,0.408598750054655,-0.537132265393805,-0.775049310826682,-0.460309827044783,-0.0238435878786428,-0.0262650416598705,-0.388238413173657,-0.288874460594171,-0.446095979351203,0.086162256313462,0.201220198315555,-0.712290738905373,-0.567096701445255,-0.529073529034716,-0.995537515999219,-0.606055824702877,NA,"7"
"18","2023&2024","2202",6.17111005244988,4.30200545611494,3.57453082906568,6.91953154286815,10.7420176175904,4.2100938177013,9.09811987487233,2.16846186512483,4.79643299957822,-5.67607519507458,6.6082457347684,10.4135885520444,-2.60482806854153,8.49258605819315,11.4664158029201,6.11556662299527,11.3499745745683,12.9322028068586,0.646225031607569,2.00095933783249,0.75723952515741,-0.70994343951298,0.439135575692809,1.15556752804462,0.190752555383653,1.4178832996706,1.08709640370662,-0.649663921681689,0.689949937461196,1.85799436060805,1.68563740318165,0.236664407248845,1.64665284518608,-0.461228656780703,0.478443314530163,-0.83731493840014,1.00716348259198,1.22441357437518,0.490086943589718,0.201418427321981,1.20942639634432,1.66331548030978,0.585888965168976,1.05455516455469,0.903206605698276,1.18578801455811,1.55353525399876,-0.822774231229147,-0.802279510941458,-1.75031077258991,-0.397074621885825,-0.893145891169683,-1.23491152749701,0.0964007207409338,-0.778098015261067,"9","7"
"19","2024","MI22R057",6.15746547474183,6.38671749310261,8.14065580763588,7.62106697152072,3.73210635390422,5.56223627116256,6.74771314390224,1.69375109092621,6.35727302123094,9.30741008525461,5.20152924289038,6.54482467129661,5.95908653523442,14.1239982273408,-2.79585198906504,7.75878006148254,11.8577138551371,0.477902227654351,-0.268908318845203,-0.461793032521805,0.158058296239556,0.269573892013331,-1.49938144296701,-0.27812115247644,-0.0490130398662909,1.51133704867834,-0.136932696251115,0.56467689818768,-0.569024355815017,0.366676759274118,0.517632392403204,-0.569546621842001,-4.78377405805497,0.160467348452091,-0.00273538337299012,0.230457727550869,-0.793335937259122,-1.43229948062102,-0.716269320646686,-0.20020605200866,-0.829273153984546,-0.745347942578229,-0.328818038799349,-0.663704726749758,-1.06776680256961,-0.881754429406276,-1.06791942522708,-0.966330086800141,-0.773866695422671,-0.940909039798123,-1.02537567954122,-1.32167807818684,-0.860928046343088,-0.621677542723511,-1.21987552558554,NA,"8"
"20","2023&2024","OH19*102-76",5.9845574907546,2.38153350911294,6.21411054339923,10.8457395902007,7.91588780453038,4.40705894359934,-9.23614579816861,3.43399527139638,0.7163714767539,6.47819470348621,13.082772533772,4.8560695611892,-0.235245312694913,10.4778844348334,10.2619332586436,7.49351824618369,7.03268111046022,15.6111174661306,0.228736752211582,-1.85024337715903,-0.546536187151008,0.541902364613,-0.377938155731361,-1.01368379341863,-0.164903600535416,3.67175429476136,-0.742712303352163,-0.244908647596465,2.03644811613856,0.00653935548096047,0.830410297484717,-0.418627961121241,2.62612178444847,-0.212825304120465,-0.38827502138846,0.136002926244055,0.716813531598186,4.7435913273974,0.688959528340176,0.692308974950433,0.0868115911986278,-0.517467211692955,0.452726933775305,1.02171213804692,0.492777422734811,0.321186842659949,-0.814472231428805,3.40313838261388,2.05250747026654,5.32388971775245,3.9984215570302,2.3481369010056,1.64076110674771,3.77478763813555,4.68346428735911,"9","8"
"21","2023&2024","OH20-96-116",5.97579650831852,2.12679934504727,3.34330111968384,6.39891100808492,7.46279115371124,2.54648507173321,-0.571801695846035,3.0488353832642,-0.871689804240369,2.67945468884047,15.2956062102852,8.24973127957903,-2.20974999454315,10.5438310807154,21.0169984767846,7.63511154903419,5.56638008566675,9.32754568361416,0.496582834897972,-0.0044236210260382,-0.339408018926664,0.762768177572939,0.678494738468482,-0.0129246408446274,0.0539537984346998,-0.585596259978945,0.156766761503065,-0.0435137712201348,1.43156273435396,0.294001038292045,1.22628889943417,0.0819945166592404,3.32453643363908,0.458625791054371,0.015187452185561,0.943594163664324,-0.0407361900106438,0.638075186035944,-0.16353412095025,0.0018230207988671,-0.222601974687884,-0.162665476200916,-0.0150470131598228,0.0934574987951384,0.578219762751106,-0.220156377732025,-0.934932405756595,-0.919329815950653,-0.564499962666454,-1.05206749919161,-1.46620700240782,-0.490598990357394,-0.991180616802462,-0.756586850495293,-1.11416778973354,"5","8"
"22","2023&2024","OH20-98-32",5.88609062982362,-1.0328930549054,3.41146401711703,8.58444607853015,9.44652098372768,2.27608516057691,-13.6296136319839,3.96317868096284,-1.94696467368604,7.71161962182574,22.0635168504842,10.5365314035557,1.20563420878422,5.18085977671852,26.1524508749689,8.69878833330584,0.727201675578782,6.71471440144035,-0.878725003867387,-1.79038397122639,-0.79708481433252,-0.383720397867757,-1.22656834310934,-1.4119736938261,-1.35821523318492,-1.69899182200202,-1.38806650087992,-0.479849517184902,-1.29017466077363,-1.10014544004554,-1.37680670708065,-0.711130976180789,2.58141318702581,-0.661291140358578,-0.921333628053948,-0.924001406664393,-1.51448204685356,1.75136742849475,-0.972770521135351,0.180178794819684,-2.78337491300611,-3.45502561027996,-1.473235605275,-1.40630402106692,-2.39343433918104,-2.49489929807251,-2.09732238383314,-1.30349362176729,-0.748358396101435,-0.586959759034686,-1.40374236045837,-1.76427881972678,-1.89436535641843,-1.53172347739377,-1.19502718323758,"7","7"
"23","2024","OH21-2-74",5.84238372024569,-0.312181646029247,3.29197552700559,9.44958788778946,12.6077633960549,1.6487891654975,-9.92305282508113,3.13989560067627,-2.18748682733256,5.41807207501883,16.3361559932911,5.35175883136339,1.90958104466424,9.97564166713045,22.7155303745884,7.59053495355461,2.83663287873661,9.47132514724832,-0.312289895523706,-1.60893275028063,-0.269509850443526,0.000788859788289588,-0.0652206961955596,-0.954705311960463,-0.852989486626573,-1.51554141078217,-0.611203217446802,0.0538197257689661,0.130004861120992,-0.38835891379574,-0.306288727475037,-1.320455046926,3.52338386587691,-0.268403106280615,-0.439881749533038,-0.415435268712019,-0.265072377262588,1.15363889533613,-0.240714838912249,0.260770083230378,-0.484471375332065,-0.974780015680852,-0.762362449943371,0.290821415471987,-0.199616646083991,-0.414844299882927,-1.27916454082892,-2.58035800756722,-2.21215575212291,-1.72776279024178,-2.86778810008642,-2.59825667241851,-3.25040325857934,-2.82998355570028,-2.57615592382129,NA,"7"
"24","2023&2024","OH20-96-99",5.6875401841917,1.82162437369926,3.83103095519863,6.72298756601197,9.55559584374164,2.62608598502574,6.66343562659566,2.78523712304171,0.874531790422663,4.40290265057599,12.1004572293491,6.69438996990608,-3.35030568662387,5.56719001197905,14.574841719433,8.02454458645674,5.83027260540275,7.96336078104289,-0.678291512588412,-1.74565673737062,-0.96893013372399,0.582780997152423,-1.57720594870632,-1.929280966722,-1.42542308422536,2.01794461151456,-1.27365605861022,-0.244963716794126,-0.431027871639677,-0.934917053752997,-0.6213429413749,-2.12279067500514,-0.0671688747921946,0.34188685235648,-0.955804124788932,-0.175399987519994,-0.814780632271006,-0.599533432077904,-0.429494395324457,0.16168400669176,-1.23659128901711,-2.03413229684045,-1.08572919464342,-0.283683625661741,-0.840534931840861,-1.09911992522626,-0.700671238769608,-0.860975221139189,-0.531361782328022,-1.07363405522857,-0.763262774811309,-1.09116332696838,-1.58782552751608,-0.402739134372956,-0.576839946748996,"7","7"
"25","2023","22PU-3157",5.67136725327696,1.50141237594065,5.04958542373359,9.86390431260434,9.51073883256729,3.29016671000434,-3.33631788397354,3.4836518973877,-1.53525315352767,5.66400669093515,14.6549047005348,9.14928473276085,0.516811238840533,8.96064202761877,16.2746774233165,9.26713850897593,-1.62689495482318,5.72478442281239,-1.76149372302473,-4.35953828395344,-2.18900913908365,-0.429780850106124,-3.42546718044795,-3.37419248997849,-1.58377532084254,0.702778170943115,-3.17906281128658,-1.08850057900988,-1.81113983243444,-0.31109607789674,-2.47073100563535,-2.53900816029594,-0.926114180425479,-0.223051842380071,-2.00996043963461,-0.727743268952317,0.261873916536376,1.14804274154355,0.703866077018918,0.661463761154209,-0.0304832276567664,-0.422297706170236,-0.456087079978192,0.545073510470656,0.288312887069156,0.177251868003061,0.00359633390940112,-1.16315741964923,-1.17566532954407,1.56189152050837,-1.70931965256492,-1.49633814697275,-2.03011305873616,-1.6669495224505,-1.62560774778456,"7",NA
