"","eval_years","germplasm","YLD_mean","YLD_Big6_Fra_23","YLD_Big6_Fra_24","YLD_Big6_Fre_23","YLD_Big6_Fre_24","YLD_Big6_Ith_23","YLD_Big6_Laf_23","YLD_Big6_Laf_24","YLD_Big6_Mas_23","YLD_Big6_Msn_24","YLD_Big6_Neo_24","YLD_Big6_Prn_23","YLD_Big6_Prn_24","YLD_Big6_Urb_23","YLD_Big6_Urb_24","YLD_Big6_Vin_23","YLD_Big6_Woo_23","YLD_Big6_Woo_24","HD_mean","HD_Big6_Laf_23","HD_Big6_Laf_24","HD_Big6_Mas_23","HD_Big6_Neo_24","HD_Big6_Prn_23","HD_Big6_Prn_24","HD_Big6_Urb_23","HD_Big6_Urb_24","HD_Big6_Vin_23","HD_Big6_Woo_23","MAT_Big6_Neo_24","MAT_Big6_Urb_24","HT_mean","HT_Big6_Laf_24","HT_Big6_Mas_23","HT_Big6_Neo_24","HT_Big6_Prn_23","HT_Big6_Urb_23","HT_Big6_Urb_24","HT_Big6_Woo_23","TW_mean","TW_Big6_Fra_23","TW_Big6_Fra_24","TW_Big6_Fre_23","TW_Big6_Fre_24","TW_Big6_Ith_23","TW_Big6_Laf_23","TW_Big6_Laf_24","TW_Big6_Mas_23","TW_Big6_Msn_24","TW_Big6_Neo_24","TW_Big6_Prn_23","TW_Big6_Prn_24","TW_Big6_Urb_23","TW_Big6_Urb_24","TW_Big6_Vin_23","TW_Big6_Woo_23","TW_Big6_Woo_24","n.study_2023","n.study_2024"
"155","2024","2417",1.69930267157683,2.55554247101847,-2.98355073593187,5.89570368469169,3.92716565155544,1.19445186544669,-2.47103401624242,0.625505273444642,1.06815527527005,1.13639125428684,2.25048372944999,-1.65488154467547,-2.97296152272512,3.22461785528365,7.95911712563094,1.10348822129131,4.45016678962059,3.57978403939069,-1.65176293416861,-0.373771775062298,-1.31476356979543,0.000594381674171412,-1.80796484038381,-2.60522919674742,-1.6277219172809,-1.69455768282836,-2.67955238532108,-2.28941291721918,-2.12524943872181,-0.834397144829905,-1.46727184459933,-3.6140701420973,-2.79329328112312,-3.12590734595781,-4.26901906193179,-3.73355473930674,-3.4330841499465,-4.34149296112535,-3.60213945528977,-0.101702985382347,-0.981817500059623,0.221606853489424,-0.434359261116104,-0.464314661860538,-0.436101770452984,0.0347174685186857,1.33283035118319,-0.242260893333502,0.53530194413405,0.717061394771081,-1.38951124409048,-0.428158206545863,-0.595693252400651,-1.23224297467655,0.725080272227011,-0.0208258624149059,0.929736591127867,NA,"7"
"156","2023","MI17R0357",1.69115446131163,5.42145677650825,0.47951023935226,7.8946728600248,3.11926892971368,-0.166798117762136,-2.30550195068927,-0.914581367944112,0.410500197897001,2.79016552178303,0.590190032230512,-1.18906183332789,-0.282762125720767,10.427871298036,4.95894415566556,-6.42873657146514,1.63586116696862,2.30862663102743,-1.59186991123199,-0.828756997628288,-1.36708985176869,-0.37677294128789,-1.74888387528923,-2.53726256186431,-1.09654473567087,-1.78645847942894,-1.86336492471184,-2.33261662525269,-1.9809481194171,-0.501931930673904,-2.31384458642033,-4.74463523896978,-3.4863371656085,-4.11626667802343,-5.51124001854644,-6.0832664629687,-4.38230147907124,-5.03895676151966,-4.59407810705051,-0.798639467397221,-1.12591267347051,-0.786151021535776,0.586607159680583,-1.1924303646799,-0.597571450578817,0.0876231349513859,-3.17344567146271,-0.947506119212715,-0.745622835771378,-0.238590625275456,-0.646224843034889,-0.607641470670455,-0.375371474818209,-1.77767582346492,-1.8079192943744,-0.397650597671739,0.168613025637138,"9",NA
"157","2023&2024","21PU-0645",1.67852871255691,-1.87984947912636,-0.0691233978652953,5.01081380663318,3.11371456373411,0.91081271653302,6.14837341088993,-0.597083834994871,-0.861747555834362,2.67089930711977,-5.05505353535312,0.187419610063314,-9.45247012940177,7.73471656425665,9.67286058984656,0.589255010125946,5.77165308214597,4.63979738469473,-0.620888949442643,-1.48689906431489,-0.187416298997956,-0.0872909411466982,-0.203761913341556,-0.871126422508295,-0.340198556921318,-0.4281904853916,-0.483483884515905,-0.740875761409775,-1.37964616587844,0.299896097572272,0.235733726238014,-4.29653006730256,-3.49561971012543,-3.86125992841628,-4.89486276319843,-3.31732939813012,-4.05877028406015,-5.52468752687961,-4.92318086030793,-0.646494158828741,-2.15464494850859,-1.34642245261666,0.115953523463063,-0.153894229040546,-0.959959576606821,0.026072815111509,-1.79239542224033,-0.758470935322017,-0.420540780644868,-0.484772223530708,0.407524210396153,-5.37687743744429,-0.666200971118358,1.65904497121371,0.935703898936107,-0.26004452285346,0.239523380717514,"7","8"
"158","2024","MI22R115",1.6750059183126,2.37183030527065,6.57466987283498,1.33834344579106,0.294818170804228,0.637636414596679,0.899055924837472,-0.409865116360786,2.7373262767574,7.8715052528512,2.84040485581509,2.95456783799836,-0.93540027593383,4.37455646822325,-13.7080144213709,1.67987542899418,5.58385499095871,3.3699351792465,-1.73321221368393,-2.02033513715163,-1.33957875150913,-0.453293008736155,-2.05659425386789,-2.5588933460386,-1.4452240898877,-1.38060506980551,-1.87489559902473,-2.07269904980291,-2.13000383101511,-3.59332642027921,-2.97770702681859,0.00825477901537698,0.0910445466557989,0.101406262438605,-0.402286844974665,-0.872480898575828,0.55005353004403,0.439469848867615,0.150577008652083,-0.72748467374361,-0.0507900304053238,-0.705009343134868,-0.867037579092299,-0.340983809405153,-0.775969978040955,-0.311721877199851,0.292149784935279,-0.203291033579642,-0.325419007694683,-0.180467697719843,-1.50027512382938,-0.72483406536754,-1.0728322177245,-4.12997042605407,-0.899964187240167,-0.550353878523727,-0.0204689835646596,NA,"8"
"159","2024","X15-1004-24-4-5-1",1.67301726478742,0.735090957550891,-0.342050391975695,-2.87148250113249,12.140812015091,-1.88229752130912,-0.292392923979675,-0.420519941497535,2.6504601980076,1.66953069449023,-3.92818131976802,2.82382838162916,3.91806070661303,2.92885446788055,8.58208766800853,-0.868539544835725,1.91390753538023,1.68412502123312,2.28038399217986,2.34696296157287,2.11778708501604,0.887721520342675,2.71466870407311,1.99663102512477,2.37402512722981,2.22197212970589,2.21223725775951,2.79242706506207,3.13940704591187,0.960612563132208,0.515081669055409,1.02827475843893,1.22211465897791,0.120954918972603,1.67138927360152,1.81350065222408,0.996404394645164,0.17809440564927,1.19546500500199,0.275268850117418,0.200714909213962,-0.408051793868197,0.40695911873202,-0.330968643329232,0.63026785302862,-0.0909077232460324,2.36330860076409,0.667188666996057,-0.132563303105742,-1.017718818034,0.211779122765004,0.33263403863097,0.886655171252968,1.88277332574126,-0.891756094697505,0.607311906369576,-0.638055885217715,NA,"8"
"160","2024","2442",1.67205968129067,2.79458239097646,0.940216901173191,6.0789072553998,3.82123224969429,1.06262630653127,-2.99395997116456,0.301398782308984,1.71356617499507,4.27764877550685,-0.539469645212327,-1.3252049568167,-5.92215504999394,4.59133181831255,5.6260526289235,0.974603320778925,4.97825695572929,2.04538064479875,-1.15613955098722,-0.0745381466745871,-1.04831111167509,0.118853948239366,-1.26842377312285,-1.73905755375453,-1.09567238676817,-1.27739852802534,-1.90292468126822,-1.70760397454787,-1.56631930227495,-0.390304418703139,-1.39425161132271,-3.56011050715504,-2.78352448602606,-3.22259799655665,-4.11054555551492,-3.65254815549705,-3.46648668198864,-4.13595831961849,-3.54911235488348,-0.333362558074178,-1.13738483476429,-0.0155050890540908,-0.457858200449313,-0.931602084898636,-0.623919575441609,-0.126698612350502,0.331267595033936,-0.389130566654462,0.136726132260113,0.153000528884277,-1.32239725797792,-0.561813920929717,-0.798086168928365,-0.598529194402497,0.436066784101917,-0.138898598420621,0.377599576730744,NA,"7"
"161","2023","X14-1107-95-18-5",1.65749810185366,1.98900150318342,1.20163803774662,2.35004109354582,3.43197342980576,-1.25934245320496,9.56391065730037,-1.32528149988954,0.80439558326132,1.4957384721961,-12.2287187465453,7.56740940592257,3.28297596044691,3.41853112812916,-3.9061702028922,-0.232474776407338,6.38707943562376,5.63676070328967,3.04509431335544,2.02200770162969,3.07513529630968,1.28616730602605,3.7309877051466,4.64835861228804,2.2629418789012,2.74455214977623,3.00157128280077,3.71621118179795,3.96301001887818,1.76401481756966,2.13234668605034,-0.0214068356145062,-0.307606947226138,-0.97300894414531,0.677441363464135,-0.00297980443703921,-0.738906173235262,0.694026511182788,0.501186145095283,-0.462212049401649,-1.22576366329758,-0.726654584437722,-0.132783074618599,-0.818370471661885,0.0128778503573936,0.612053369934164,-0.803809948159918,-0.55620847641279,-0.662110812035708,-1.67418987658447,1.21953539994156,-1.30896607474151,0.491020110868919,-0.262864450470581,-0.790522949132123,0.274304822616215,-1.5051520119934,"8",NA
"162","2023","21PU-0467",1.63066727414248,3.96832760951389,3.70484134023173,5.62772556153122,-3.72727984066374,-0.223436768734582,8.23298385457487,-0.159444875976454,2.84187637752372,1.87566786843268,1.33875371814055,10.8132376089485,-0.773124406611581,-1.64141656679577,-0.482433904497433,-1.41966429729414,0.678018958170152,-2.9332885760714,-0.120186626330683,-0.459305712159832,-0.0314363301376806,-0.0906100247901491,-0.210186854922608,-0.986716968846804,0.00575307821617945,0.045300964174563,-0.0145793708822116,-0.082724513192725,0.622639469234437,0.100062960927606,0.604798213584559,0.41013019005755,0.4159829591561,-0.202496172647282,0.273984081372335,1.10948188826706,0.156258135605333,0.532557049687922,0.58514338896138,-0.111978604326709,-0.55786930984431,-0.0762687363550455,0.789665685274847,-1.382674573181,-0.423650760576685,-0.149148770539148,0.601596618585428,-0.299788264039541,-0.218427526626304,-0.239003215337246,0.665082034775973,-0.679095648682393,-0.697157991637875,-0.240868142233839,1.3016188446751,-0.134716649050741,-0.162929868761259,"9",NA
"163","2023","2209",1.59839319134029,5.5182980995663,2.16302020238548,1.16969744378328,-0.0460282414317334,1.92427497734644,6.10605680833675,-0.659585310205247,3.63344950262748,2.98013560444527,-8.36600672603768,7.95901789346532,-1.43245548296667,7.00773734011764,-10.7204480634118,3.23593164886635,6.05298665492095,0.646601900976756,1.22593503368878,1.98798778812308,0.986477297439029,0.301300531373619,1.40341402744388,2.13561124581886,0.785290485225024,0.672771936462606,0.956346135063955,1.33398772898315,1.69616316095457,0.219601549603467,-0.0310071687355514,-1.04312137224235,-0.873864418015706,-1.41329874769297,-0.907720031187754,-1.68322558719402,-0.436856211460864,-0.261901682264385,-1.72498292788072,-0.885720608592276,0.0861116319667274,-0.384744836949353,0.113571418285815,-1.33718116485392,-1.53018739591402,-0.188849636464026,-1.19718719105455,-0.514661054480423,-0.683762928632851,-2.24197435217508,0.505803865659882,-1.23911903411551,-1.08241915712191,-3.43588347298564,-0.371541757107036,0.0897188426960105,-1.6449441228228,"9",NA
"164","2023","X16-1030-123-17-1-1",1.59468076843694,2.52170954990256,2.54790525931407,-1.26827625629968,0.809646262075,0.651830930339745,4.75365133603375,0.520517975514934,2.3382940845357,3.146760193273,-0.0989626070541259,-0.507961558552073,3.73868537737922,-3.57772453263031,0.504138144166085,0.284537721989558,7.24678664461759,3.49803453882289,0.095891309987383,0.750367438383857,0.296355261000764,0.231447597162039,0.350708767207487,-0.404837768127172,0.0385807935203404,0.116471113561327,-0.116797727845665,0.0544495537654953,-0.357831928754641,-0.226554441197132,-0.118648781482064,-1.95019688675748,-1.19946402781657,-1.96739632917181,-1.91282557561976,-2.39190688677105,-2.92985587326484,-1.86317746785619,-1.38675204680214,0.382658632098566,1.29113074446229,0.362170622397477,0.154004216434788,-0.190043048179929,0.461209405121349,0.159045933230541,0.603921026599927,0.41705109027409,0.676066749183698,0.328805205101413,-0.19476322446636,0.382424961260581,0.928175733657976,-0.223515034843008,0.29963000211139,0.478990328118658,0.570892035210754,"7",NA
"165","2024","IL2021-43872",1.59338884772236,1.47312982793488,-1.34324062991389,1.90057692314865,-1.02990113547709,0.506977679329286,0.891502191545964,1.78288186420757,-0.134198087307229,-1.86038010821169,11.6407088564055,-1.18084942049373,-2.55195886670931,-0.964422329920434,7.06602555366452,0.631550022195425,-2.40406581426572,12.6632738851475,-1.80843305644523,-2.56511203065745,-2.03974027593993,-0.837897349460293,-1.57824263904705,-2.47948677892222,-0.830554999409054,-1.62690888435826,-1.91078413106188,-2.12697011093056,-2.08863336466564,-1.18634761841164,-3.04111933064394,-2.21371487308126,-1.38817663608153,-2.024372707053,-2.85553067021858,-2.13169920428433,-1.69264615269013,-2.97693270424638,-2.42664603699486,0.819052485831831,0.928524807001625,0.463056084594484,0.96784863834008,0.693271186917692,0.65771096847903,0.496174572344952,-0.076562119744413,0.169394165794158,1.16373953114909,1.45541038136893,1.49039714510561,0.53587665670886,1.28639740159006,0.798169176227629,1.25381758192627,0.437523779682249,1.20314230165481,NA,"7"
"166","2023","OH20*92-43",1.58708426429249,-5.652153055486,-3.21570229228747,-2.16074198116403,0.0445614207236824,0.379826820707845,10.0318642236074,0.783437429509427,0.498297384200761,0.508809796047765,10.269657590509,3.84245680828229,-3.39258482007178,-2.45877371661763,13.3073705932196,5.53816431094654,-2.59217384654335,1.24811582738833,-1.53365624129272,-1.6840533424553,-1.18462107685078,-0.570969826062965,-1.91441127874689,-2.92076325658731,-0.991002299657434,-0.847572060520358,-1.49913744102472,-1.59615848340432,-2.1278733476171,-1.12946689866189,-1.09435177494013,2.04637652853887,1.27194176802805,3.02794732010379,1.69947090780259,2.07825750455625,1.67079209336415,2.51680385793709,2.05942224798014,0.752040156809381,-0.351449995011952,0.0507721864884748,0.76517593856548,0.55545547465603,0.0536819617425189,0.493350617859571,1.42463500262197,-0.127316495303546,0.654288029944076,1.73247843412165,0.240953886379304,0.79364907516389,0.0763698694489569,3.19821822968203,1.81337629330661,0.152444426559427,1.25859972953498,"7",NA
"167","2024","IL2021-17859",1.57374304931554,0.273308999634156,-1.79094642330394,1.74265333878131,0.0621799393403716,0.245613341070866,0.0831625583873549,3.08139338952899,-0.761969007643729,1.96828607213153,19.9334476266621,-5.79565871500727,-3.21661273157507,-2.35794145227895,18.5428757406818,0.389680921308931,-4.72310037233288,-0.922741387021418,-2.73427012589976,-3.76476591196579,-3.09723434234604,-1.04182554821366,-2.73612444157818,-3.65943260126485,-1.47178201099996,-2.30031634400955,-2.83351096300973,-3.25937727171081,-3.17833182389904,-2.11716720950913,-4.00349169783262,-1.32660016173048,-0.506605536809234,-0.6306134119915,-2.15407883491843,-1.79540833242418,-0.597815506243947,-2.18852835664308,-1.41315115308301,1.65743241294047,1.62573277445793,0.940956250841083,1.44787261191565,1.25997592607055,1.34528394135706,0.906655653978712,1.97270122804839,0.742187427771788,1.30333811513803,3.20401981757919,1.43084612680309,1.69893573632745,2.18273517255922,2.81994271986669,1.64093880945176,0.743955984046194,2.91027272377517,NA,"7"
